YMCC,fuelups,kml
2009 Moto Guzzi Stelvio NTX,Added Oct 2012 &bull; 2 fuel-ups Property of MudderGoose . 7.2Avg L/100km.,7.2
2003 Moto Guzzi Stone Touring,Added Aug 2008 &bull; 185 fuel-ups Property of Volta . 6.3Avg L/100km.,6.3
2002 Moto Guzzi Stone Touring,Added Aug 2011 Property of deadeye321 . N/AAvg L/100km.,N/A
2000 Moto Guzzi V11 Sport,Added Apr 2012 &bull; 9 fuel-ups Property of EvanBA . 6.3Avg L/100km.,6.3
2011 Moto Guzzi V7 Classic,Added Jun 2012 &bull; 15 fuel-ups Property of rbm . 5.1Avg L/100km.,5.1
2011 Moto Guzzi V7 Classic,Added Jul 2011 &bull; 26 fuel-ups Property of andrewb21 . 3.7Avg L/100km.,3.7
2009 Moto Guzzi V7 Classic,Added Aug 2011 &bull; 62 fuel-ups Property of spinecone . 4.7Avg L/100km.,4.7
2009 Moto Guzzi V7 Classic,Added Jan 2011 &bull; 17 fuel-ups Property of Rabidsnipe . 5.4Avg L/100km.,5.4
2009 Moto Guzzi V7 Classic,Added Jun 2011 Property of briareus . N/AAvg L/100km.,N/A
2011 Moto Guzzi V7 Racer,Added Aug 2012 &bull; 4 fuel-ups Property of bungeecow . 6.1Avg L/100km.,6.1
2013 Moto Guzzi V7 Stone,Added Dec 2012 &bull; 6 fuel-ups Property of kamikazekyle . 4.9Avg L/100km.,4.9
2013 Moto Guzzi V7 Stone,Added Oct 2012 &bull; 35 fuel-ups Property of tonyb . 4.4Avg L/100km.,4.4
2012 Moto Guzzi V7 Stone,Added Nov 2012 &bull; 34 fuel-ups Property of WhiteGoods . 5.6Avg L/100km.,5.6
2008 Moto Morini Moto Fino,Added Mar 2011 &bull; 6 fuel-ups Property of yawnson . 3.4Avg L/100km.,3.4
1975 Moto Morini Strada 350,Added Dec 2010 &bull; 8 fuel-ups Property of blackfive . 2.9Avg L/100km.,2.9
2012 MotoMia Beretta,Added Feb 2013 &bull; 28 fuel-ups Property of sselmrah . 2.8Avg L/100km.,2.8
2012 MotoMia Pachino,Added Jun 2012 &bull; 15 fuel-ups Property of alphac . 3.2Avg L/100km.,3.2
2012 MotoMia Spitzer,Added May 2012 &bull; 3 fuel-ups Property of Falcon21 . 3.4Avg L/100km.,3.4
2010 Motorhispania RX125R,Added Oct 2011 &bull; 3 fuel-ups Property of apcarneiro . 3.0Avg L/100km.,3
2007 MV Agusta 910r,Added May 2011 &bull; 10 fuel-ups Property of agnelloSquitieri . 8.0Avg L/100km.,8
2005 MV Agusta Brutale 750S,Added Jul 2012 &bull; 35 fuel-ups Property of Petermailmans . 6.9Avg L/100km.,6.9
2012 MV Agusta F4,Added Mar 2012 &bull; 50 fuel-ups Property of luizftoliveira . 7.6Avg L/100km.,7.6
2012 MV Agusta F4,Added Feb 2013 &bull; 2 fuel-ups Property of andersonlopes . 7.4Avg L/100km.,7.4
1989 MZ ETZ 250,Added Aug 2012 &bull; 1 fuel-up Property of gabesz198600 . 4.4Avg L/100km.,4.4
1988 MZ ETZ 250,Added Oct 2012 Property of revell . N/AAvg L/100km.,N/A
1988 MZ ETZ 250,Added Sep 2011 Property of KrisszETZ251 . N/AAvg L/100km.,N/A
1987 MZ ETZ 250,Added Oct 2012 &bull; 11 fuel-ups Property of Blurredman . 5.9Avg L/100km.,5.9
1987 MZ ETZ 250,Added Sep 2012 &bull; 4 fuel-ups Property of krepp . 4.7Avg L/100km.,4.7
1987 MZ ETZ 250,Added Jun 2012 &bull; 14 fuel-ups Property of krepp . 4.7Avg L/100km.,4.7
1987 MZ ETZ 250,Added Aug 2011 &bull; 1 fuel-up Property of arovado . 6.1Avg L/100km.,6.1
1986 MZ ETZ 250,Added Aug 2011 &bull; 47 fuel-ups Property of Perec . 3.9Avg L/100km.,3.9
1986 MZ ETZ 250,Added Jul 2012 &bull; 1 fuel-up Property of uli . N/AAvg L/100km.,N/A
1986 MZ ETZ 250,Added Sep 2011 &bull; 1 fuel-up Property of Bikerheart . 4.0Avg L/100km.,4
1986 MZ ETZ 250,Added Nov 2012 Property of Matyman121 . N/AAvg L/100km.,N/A
1985 MZ ETZ 250,Added Aug 2011 &bull; 57 fuel-ups Property of nova001155 . 4.7Avg L/100km.,4.7
1985 MZ ETZ 250,Added Aug 2012 &bull; 4 fuel-ups Property of Norbe . 6.6Avg L/100km.,6.6
1984 MZ ETZ 250,Added Sep 2011 &bull; 4 fuel-ups Property of aloha . 6.2Avg L/100km.,6.2
1984 MZ ETZ 250,Added Sep 2011 Property of Yofo . N/AAvg L/100km.,N/A
1983 MZ ETZ 250,Added Sep 2011 &bull; 28 fuel-ups Property of vacziferi . 5.1Avg L/100km.,5.1
1983 MZ ETZ 250,Added Sep 2011 Property of Seclusion . N/AAvg L/100km.,N/A
1990 MZ ETZ 251,Added Aug 2011 &bull; 8 fuel-ups Property of Pointer . 5.0Avg L/100km.,5
1990 MZ ETZ 251,Added Sep 2011 &bull; 2 fuel-ups Property of KrisszETZ251 . 3.4Avg L/100km.,3.4
1989 MZ ETZ 251,Added Aug 2011 &bull; 19 fuel-ups Property of hdani93 . 4.7Avg L/100km.,4.7
2002 MZ Skorpion Traveller,Added Oct 2011 &bull; 8 fuel-ups Property of smudgegs . 4.7Avg L/100km.,4.7
2009 Owl Bolt,Added Aug 2009 &bull; 3 fuel-ups Property of awall25 . 2.7Avg L/100km.,2.7
2009 Owl Bolt,Added Aug 2009 &bull; 4 fuel-ups Property of owlrider. 4.1Avg L/100km.,4.1
2009 Owl Mega 150,Added Sep 2009 &bull; 1 fuel-up Property of awall25 . N/AAvg L/100km.,N/A
2009 Owl Mega 150,Added Aug 2009 &bull; 24 fuel-ups Property of Mega . 7.0Avg L/100km.,7
2011 Owl V-Raptor 125,Added Aug 2011 &bull; 5 fuel-ups Property of leandrobf . 2.8Avg L/100km.,2.8
2011 Peace Sports Retro 50cc,Added Oct 2011 &bull; 6 fuel-ups Property of ElwoodXVX . 1.2Avg L/100km.,1.2
2011 Peace Sports Retro 50cc,Added May 2011 &bull; 10 fuel-ups Property of mpnolan . 3.0Avg L/100km.,3
2010 Peace Sports Retro 50cc,Added Apr 2012 &bull; 6 fuel-ups Property of AshevilleReef . 2.8Avg L/100km.,2.8
2010 Peace Sports TPGS-804,Added Mar 2011 &bull; 5 fuel-ups Property of larry001964 . 2.7Avg L/100km.,2.7
2011 Peace Sports TPGS-805,Added Apr 2012 &bull; 1 fuel-up Property of stash13 . N/AAvg L/100km.,N/A
2010 Peace Sports TPGS-805,Added Aug 2012 &bull; 3 fuel-ups Property of terrdnf . 2.1Avg L/100km.,2.1
2010 Peace Sports TPGS-805,Added Oct 2012 Property of joshlv . N/AAvg L/100km.,N/A
2009 Peace Sports TPGS-805,Added Jul 2012 &bull; 9 fuel-ups Property of sailorcolin . 3.4Avg L/100km.,3.4
2009 Peace Sports TPGS-805,Added Apr 2011 &bull; 5 fuel-ups Property of ElusiveOne . 2.6Avg L/100km.,2.6
2004 Peugeot Elystar 125 EFi,Added Dec 2012 &bull; 6 fuel-ups Property of Punkrocker62 . 3.7Avg L/100km.,3.7
2011 Peugeot Geopolis,Added Nov 2012 &bull; 7 fuel-ups Property of tiflosourtis . 6.5Avg L/100km.,6.5
2007 Peugeot Jetforce,Added Oct 2011 &bull; 7 fuel-ups Property of ProjectAuska . 3.6Avg L/100km.,3.6
2013 Peugeot Satelis,Added Mar 2013 &bull; 5 fuel-ups Property of Klick307 . 3.7Avg L/100km.,3.7
2011 Peugeot Satelis,Added Feb 2011 &bull; 21 fuel-ups Property of matista . 4.1Avg L/100km.,4.1
2011 Peugeot Satelis,Added Apr 2013 Property of matista13 . N/AAvg L/100km.,N/A
2007 Peugeot Satelis,Added Mar 2013 &bull; 2 fuel-ups Property of Karaman . 4.1Avg L/100km.,4.1
2007 Peugeot Satelis,Added Apr 2012 Property of Konstantinos01 . N/AAvg L/100km.,N/A
2008 Peugeot Speed Fight 2 100cc,Added Jul 2010 &bull; 36 fuel-ups Property of phildough . 4.1Avg L/100km.,4.1
2007 Peugeot Speed Fight 2 100cc,Added Mar 2012 &bull; 1 fuel-up Property of Mebb . N/AAvg L/100km.,N/A
2004 Peugeot Speed Fight 2 100cc,Added Jan 2013 Property of prime . N/AAvg L/100km.,N/A
1998 Peugeot speedfight,Added Sep 2010 &bull; 7 fuel-ups Property of ofcorsa . 2.9Avg L/100km.,2.9
2008 Peugeot Speedfight 2,Added Jul 2012 &bull; 1 fuel-up Property of qed . N/AAvg L/100km.,N/A
2007 Peugeot Speedfight 2,Added Sep 2012 &bull; 1 fuel-up Property of KezTheBikerGB . 274.8Avg L/100km.,274.8
2007 Peugeot Speedfight 2,Added May 2012 Property of Ra1994gh . N/AAvg L/100km.,N/A
2005 Peugeot Speedfight 2,Added Jul 2012 Property of kalmarattila . N/AAvg L/100km.,N/A
2004 Peugeot Speedfight 2,Added Dec 2012 Property of StevenJonSmith . N/AAvg L/100km.,N/A
2003 Peugeot Speedfight 2,Added Mar 2013 &bull; 1 fuel-up Property of dampy78 . 5.1Avg L/100km.,5.1
2003 Peugeot Speedfight 2,Added Apr 2012 &bull; 22 fuel-ups Property of neuromasser . 3.7Avg L/100km.,3.7
2002 Peugeot Speedfight 2,Added Nov 2011 Property of boswell3782 . N/AAvg L/100km.,N/A
2011 Peugeot Tweet 125,Added Sep 2012 &bull; 7 fuel-ups Property of ronst22 . 4.1Avg L/100km.,4.1
2012 Peugeot V-Clic,Added Nov 2012 &bull; 5 fuel-ups Property of juliangold . 2.9Avg L/100km.,2.9
2012 Peugeot V-Clic,Added Dec 2012 Property of danbbb . N/AAvg L/100km.,N/A
2011 Peugeot V-Clic,Added Oct 2011 &bull; 12 fuel-ups Property of kpjwateridge . 3.1Avg L/100km.,3.1
2010 Peugeot V-Clic,Added Mar 2013 Property of Tommon . N/AAvg L/100km.,N/A
2012 Peugeot Vivacity 125cc,Added Aug 2012 &bull; 3 fuel-ups Property of shaffenden . 4.8Avg L/100km.,4.8
2012 Peugeot Vivacity 125cc,Added Mar 2012 &bull; 25 fuel-ups Property of doosteps . 4.3Avg L/100km.,4.3
2012 Peugeot Vivacity 125cc,Added Apr 2013 &bull; 1 fuel-up Property of ferman . N/AAvg L/100km.,N/A
2012 Peugeot Vivacity 125cc,Added Aug 2012 &bull; 34 fuel-ups Property of SatNav . 4.4Avg L/100km.,4.4
2012 PGO Big Max Naked,Added Jun 2012 &bull; 20 fuel-ups Property of systemcrash . 3.0Avg L/100km.,3
2010 PGO Buddy 150,Added Aug 2012 &bull; 7 fuel-ups Property of ageen . 4.1Avg L/100km.,4.1
2009 PGO Buddy 50,Added Jul 2011 &bull; 9 fuel-ups Property of Etcheberri . 3.3Avg L/100km.,3.3
2006 PGO G-Max 125,Added Jul 2009 &bull; 31 fuel-ups Property of Irishrover . 3.0Avg L/100km.,3
2005 PGO G-Max 125,Added May 2011 Property of skeet . N/AAvg L/100km.,N/A
2013 PGO G-Max 220 EFI,Added Mar 2013 &bull; 3 fuel-ups Property of Gotlieb . 4.2Avg L/100km.,4.2
2012 PGO G-Max 220 EFI,Added Dec 2012 &bull; 10 fuel-ups Property of WilliePr . 3.8Avg L/100km.,3.8
2011 PGO G-Max 220 EFI,Added Dec 2011 &bull; 11 fuel-ups Property of derricka . 3.4Avg L/100km.,3.4
2005 PGO T-Rex 125,Added May 2011 &bull; 8 fuel-ups Property of bjr9979 . 2.8Avg L/100km.,2.8
2006 PGO T-Rex 150,Added Aug 2012 &bull; 65 fuel-ups Property of Inkedfusion . 4.5Avg L/100km.,4.5
2006 PGO T-Rex 150,Added Oct 2011 &bull; 2 fuel-ups Property of razoo . N/AAvg L/100km.,N/A
2005 PGO T-Rex 150,Added Mar 2013 &bull; 4 fuel-ups Property of bjr9979 . 2.8Avg L/100km.,2.8
2010 PGO X-Hot 150i,Added Aug 2010 &bull; 54 fuel-ups Property of 15UZU . 3.4Avg L/100km.,3.4
2012 Piaggio Beverly 300ie,Added Jun 2012 &bull; 1 fuel-up Property of BANOS . N/AAvg L/100km.,N/A
2012 Piaggio Beverly 300ie,Added Jul 2012 &bull; 2 fuel-ups Property of akilleas . 4.2Avg L/100km.,4.2
2011 Piaggio Beverly 300ie,Added Jul 2011 &bull; 55 fuel-ups Property of CarlitoGR . 4.6Avg L/100km.,4.6
2011 Piaggio Beverly 300ie,Added Nov 2012 &bull; 2 fuel-ups Property of jl21 . 5.2Avg L/100km.,5.2
2011 Piaggio Beverly 300ie,Added Aug 2011 &bull; 71 fuel-ups Property of Rambev . 5.1Avg L/100km.,5.1
2011 Piaggio Beverly 300ie,Added May 2012 &bull; 1 fuel-up Property of dgeorge4 . 3.9Avg L/100km.,3.9
2011 Piaggio Beverly 300ie,Added Mar 2012 Property of Tseos . N/AAvg L/100km.,N/A
2010 Piaggio Beverly 300ie,Added Sep 2011 &bull; 8 fuel-ups Property of iobelika . 6.3Avg L/100km.,6.3
2010 Piaggio Beverly 300ie,Added Mar 2013 &bull; 9 fuel-ups Property of vux . 4.2Avg L/100km.,4.2
2010 Piaggio Beverly 300ie,Added Jul 2012 &bull; 12 fuel-ups Property of koynner . 4.1Avg L/100km.,4.1
2010 Piaggio Beverly 300ie,Added Apr 2012 Property of fantom . N/AAvg L/100km.,N/A
2013 Piaggio Beverly 350 Sport Touring,Added Mar 2013 &bull; 2 fuel-ups Property of sloliver . 3.5Avg L/100km.,3.5
2012 Piaggio Beverly 350 Sport Touring,Added Dec 2012 &bull; 23 fuel-ups Property of EVRIPIDIS . 4.4Avg L/100km.,4.4
2012 Piaggio Beverly 350 Sport Touring,Added Apr 2012 &bull; 44 fuel-ups Property of panbv . 4.2Avg L/100km.,4.2
2012 Piaggio Beverly 350 Sport Touring,Added Dec 2012 &bull; 12 fuel-ups Property of panch . 4.3Avg L/100km.,4.3
2012 Piaggio Beverly 350 Sport Touring,Added Jul 2012 &bull; 13 fuel-ups Property of backos . 5.0Avg L/100km.,5
2012 Piaggio Beverly 350 Sport Touring,Added Jun 2012 &bull; 7 fuel-ups Property of ScooterGirlinAL . 4.0Avg L/100km.,4
2012 Piaggio Beverly 350 Sport Touring,Added May 2012 Property of SteliosBv350 . N/AAvg L/100km.,N/A
2012 Piaggio Beverly 350 Sport Touring,Added Jan 2013 &bull; 4 fuel-ups Property of FJ12 . 4.8Avg L/100km.,4.8
2012 Piaggio Beverly 350 Sport Touring,Added Jul 2012 &bull; 2 fuel-ups Property of DougMcL . 4.1Avg L/100km.,4.1
2012 Piaggio Beverly 350 Sport Touring,Added May 2012 &bull; 4 fuel-ups Property of aris350st . 4.4Avg L/100km.,4.4
2012 Piaggio Beverly 350 Sport Touring,Added May 2012 &bull; 2 fuel-ups Property of bev350ST . 4.5Avg L/100km.,4.5
2012 Piaggio Beverly 350 Sport Touring,Added Sep 2012 Property of Smakbv . N/AAvg L/100km.,N/A
2012 Piaggio Beverly 350 Sport Touring,Added Aug 2012 Property of Jimbarilo . N/AAvg L/100km.,N/A
2008 Piaggio Beverly Cruiser 250ie,Added Mar 2009 &bull; 9 fuel-ups Property of psyXonova . 4.3Avg L/100km.,4.3
2007 Piaggio Beverly Cruiser 250ie,Added Oct 2010 &bull; 1 fuel-up Property of voutsaf . 3.8Avg L/100km.,3.8
2010 Piaggio Beverly Cruiser 500,Added Oct 2011 &bull; 31 fuel-ups Property of djludwig . 3.7Avg L/100km.,3.7
2008 Piaggio Beverly Cruiser 500,Added Sep 2011 &bull; 14 fuel-ups Property of hoper . 3.9Avg L/100km.,3.9
2007 Piaggio Beverly Cruiser 500,Added Mar 2012 Property of joeking007 . N/AAvg L/100km.,N/A
2006 Piaggio Beverly Cruiser 500,Added Jun 2012 &bull; 9 fuel-ups Property of Bjorkdahl . 4.1Avg L/100km.,4.1
2013 Piaggio BV 350,Added Apr 2012 &bull; 24 fuel-ups Property of DailyRider . 3.9Avg L/100km.,3.9
2013 Piaggio BV 350,Added Dec 2012 &bull; 23 fuel-ups Property of lonster8 . 4.0Avg L/100km.,4
2013 Piaggio BV 350,Added Apr 2013 &bull; 4 fuel-ups Property of JohnHopkinsNTH . 3.6Avg L/100km.,3.6
2013 Piaggio BV 350,Added Feb 2013 &bull; 5 fuel-ups Property of gregsfc . 3.5Avg L/100km.,3.5
2013 Piaggio BV 350,Added Oct 2012 &bull; 34 fuel-ups Property of Wayward . 4.0Avg L/100km.,4
2013 Piaggio BV 350,Added Jun 2012 &bull; 44 fuel-ups Property of eriaus . 4.0Avg L/100km.,4
2013 Piaggio BV 350,Added Aug 2012 &bull; 26 fuel-ups Property of gregsfc . 3.4Avg L/100km.,3.4
2013 Piaggio BV 350,Added Jun 2012 &bull; 20 fuel-ups Property of LJClark . 3.7Avg L/100km.,3.7
2013 Piaggio BV 350,Added Jul 2012 &bull; 15 fuel-ups Property of lonster8 . 3.8Avg L/100km.,3.8
2013 Piaggio BV 350,Added Feb 2013 &bull; 7 fuel-ups Property of DrHoatzin . 4.4Avg L/100km.,4.4
2013 Piaggio BV 350,Added Sep 2012 &bull; 4 fuel-ups Property of bcat . 4.0Avg L/100km.,4
2013 Piaggio BV 350,Added Apr 2013 &bull; 3 fuel-ups Property of SRiver . 4.0Avg L/100km.,4
2013 Piaggio BV 350,Added Nov 2012 &bull; 12 fuel-ups Property of DRWeside . 4.6Avg L/100km.,4.6
2013 Piaggio BV 350,Added Oct 2012 &bull; 2 fuel-ups Property of djt . 0.6Avg L/100km.,0.6
2013 Piaggio BV 350,Added Jul 2012 &bull; 5 fuel-ups Property of ianpix . 3.7Avg L/100km.,3.7
2006 Piaggio BV200,Added May 2012 &bull; 29 fuel-ups Property of clarck . 3.8Avg L/100km.,3.8
2005 Piaggio BV200,Added Mar 2013 &bull; 1 fuel-up Property of ih8paper . N/AAvg L/100km.,N/A
2005 Piaggio BV200,Added Jan 2010 Property of luv2flywn. N/AAvg L/100km.,N/A
2005 Piaggio BV200,Added Oct 2010 &bull; 3 fuel-ups Property of mmcars . 3.9Avg L/100km.,3.9
2004 Piaggio BV200,Added Jun 2009 &bull; 2 fuel-ups Property of DutchIV . 3.2Avg L/100km.,3.2
2003 Piaggio BV200,Added Jun 2012 &bull; 3 fuel-ups Property of llazy1 . 3.3Avg L/100km.,3.3
2003 Piaggio BV200,Added May 2009 &bull; 6 fuel-ups Property of EllenH. 3.9Avg L/100km.,3.9
2003 Piaggio BV200,Added Jul 2012 Property of DanTman . N/AAvg L/100km.,N/A
2002 Piaggio BV200,Added May 2012 Property of dimostheniskar . N/AAvg L/100km.,N/A
2010 Piaggio BV250,Added Dec 2011 &bull; 56 fuel-ups Property of anthrophd . 3.3Avg L/100km.,3.3
2010 Piaggio BV250,Added Dec 2011 &bull; 8 fuel-ups Property of ddunn . 3.6Avg L/100km.,3.6
2009 Piaggio BV250,Added Jun 2009 &bull; 194 fuel-ups Property of DavidH . 3.6Avg L/100km.,3.6
2009 Piaggio BV250,Added Apr 2012 &bull; 49 fuel-ups Property of kcphoto2008 . 2.8Avg L/100km.,2.8
2009 Piaggio BV250,Added Jun 2009 &bull; 12 fuel-ups Property of happyscooting . 3.0Avg L/100km.,3
2009 Piaggio BV250,Added Jun 2010 &bull; 12 fuel-ups Property of Rutch . 3.4Avg L/100km.,3.4
2009 Piaggio BV250,Added Nov 2012 &bull; 1 fuel-up Property of ccsmith18 . N/AAvg L/100km.,N/A
2009 Piaggio BV250,Added Aug 2011 &bull; 6 fuel-ups Property of skysensor . 3.5Avg L/100km.,3.5
2009 Piaggio BV250,Added Jan 2012 &bull; 5 fuel-ups Property of KFW58 . 3.3Avg L/100km.,3.3
2009 Piaggio BV250,Added Jun 2011 &bull; 9 fuel-ups Property of sparkn . 3.2Avg L/100km.,3.2
2008 Piaggio BV250,Added May 2010 &bull; 141 fuel-ups Property of ponyzzz . 3.3Avg L/100km.,3.3
2008 Piaggio BV250,Added Mar 2009 &bull; 35 fuel-ups Property of musicide . 3.1Avg L/100km.,3.1
2008 Piaggio BV250,Added Jun 2009 &bull; 2 fuel-ups Property of dmoreira . 4.9Avg L/100km.,4.9
2008 Piaggio BV250,Added Feb 2009 &bull; 3 fuel-ups Property of willmw . 3.7Avg L/100km.,3.7
2008 Piaggio BV250,Added Mar 2011 &bull; 2 fuel-ups Property of bluegrass . 3.0Avg L/100km.,3
2008 Piaggio BV250,Added Apr 2010 &bull; 9 fuel-ups Property of beverlyath . 3.9Avg L/100km.,3.9
2008 Piaggio BV250,Added Jun 2012 Property of revmomb . N/AAvg L/100km.,N/A
2007 Piaggio BV250,Added Jul 2011 &bull; 72 fuel-ups Property of KoalaNest . 3.6Avg L/100km.,3.6
2007 Piaggio BV250,Added Mar 2012 &bull; 23 fuel-ups Property of 303mike . 3.9Avg L/100km.,3.9
2007 Piaggio BV250,Added Jun 2012 &bull; 13 fuel-ups Property of SteveMster . 3.6Avg L/100km.,3.6
2007 Piaggio BV250,Added Jun 2009 &bull; 7 fuel-ups Property of hawkinsdale. 3.0Avg L/100km.,3
2007 Piaggio BV250,Added Mar 2009 &bull; 95 fuel-ups Property of DoorBuster . 3.9Avg L/100km.,3.9
2007 Piaggio BV250,Added Jan 2013 &bull; 2 fuel-ups Property of sadiqsamani . 5.6Avg L/100km.,5.6
2006 Piaggio BV250,Added Jul 2009 &bull; 131 fuel-ups Property of bklwashere . 4.1Avg L/100km.,4.1
2006 Piaggio BV250,Added Mar 2011 &bull; 1 fuel-up Property of ScramblerTom . N/AAvg L/100km.,N/A
2006 Piaggio BV250,Added Jul 2009 &bull; 1 fuel-up Property of RadioCtrldWife . N/AAvg L/100km.,N/A
2006 Piaggio BV250,Added Jan 2012 &bull; 20 fuel-ups Property of jstonesf . 4.1Avg L/100km.,4.1
2006 Piaggio BV250,Added Jul 2012 &bull; 3 fuel-ups Property of akickassdad . 3.9Avg L/100km.,3.9
2006 Piaggio BV250,Added Jun 2009 &bull; 3 fuel-ups Property of bunnybash. 3.4Avg L/100km.,3.4
2005 Piaggio BV250,Added Nov 2012 &bull; 32 fuel-ups Property of stipe . 4.6Avg L/100km.,4.6
2009 Piaggio BV500,Added Sep 2011 &bull; 20 fuel-ups Property of TheOzz . 4.0Avg L/100km.,4
2009 Piaggio BV500,Added Dec 2008 &bull; 34 fuel-ups Property of ummgood. 4.5Avg L/100km.,4.5
2009 Piaggio BV500,Added Jun 2012 Property of ctmudcreek . N/AAvg L/100km.,N/A
2009 Piaggio BV500,Added Feb 2013 &bull; 5 fuel-ups Property of MissFitness . 4.0Avg L/100km.,4
2009 Piaggio BV500,Added Jun 2011 &bull; 25 fuel-ups Property of misschatter . 5.0Avg L/100km.,5
2009 Piaggio BV500,Added Apr 2010 Property of DAA1982. N/AAvg L/100km.,N/A
2008 Piaggio BV500,Added Dec 2012 Property of cagatay73 . N/AAvg L/100km.,N/A
2007 Piaggio BV500,Added Nov 2010 &bull; 49 fuel-ups Property of Scootin . 4.1Avg L/100km.,4.1
2007 Piaggio BV500,Added Aug 2012 &bull; 10 fuel-ups Property of heavyvino . 5.0Avg L/100km.,5
2007 Piaggio BV500,Added Mar 2011 &bull; 76 fuel-ups Property of westsiderider . 4.0Avg L/100km.,4
2007 Piaggio BV500,Added Jun 2009 &bull; 30 fuel-ups Property of DirtyCash . 4.3Avg L/100km.,4.3
2007 Piaggio BV500,Added Jun 2011 &bull; 23 fuel-ups Property of FastFranny . 4.2Avg L/100km.,4.2
2007 Piaggio BV500,Added Sep 2009 &bull; 28 fuel-ups Property of alpard78 . 3.8Avg L/100km.,3.8
2007 Piaggio BV500,Added Jan 2009 &bull; 11 fuel-ups Property of PiaggioBV500 . 5.9Avg L/100km.,5.9
2007 Piaggio BV500,Added May 2011 Property of maxgt33 . N/AAvg L/100km.,N/A
2007 Piaggio BV500,Added Aug 2009 &bull; 37 fuel-ups Property of cmoore . 4.8Avg L/100km.,4.8
2007 Piaggio BV500,Added Jul 2009 &bull; 12 fuel-ups Property of balmcneil . 4.3Avg L/100km.,4.3
2006 Piaggio BV500,Added Jun 2011 &bull; 31 fuel-ups Property of Railhead2 . 3.7Avg L/100km.,3.7
2006 Piaggio BV500,Added May 2011 &bull; 9 fuel-ups Property of jstrickland1028 . 4.6Avg L/100km.,4.6
2006 Piaggio BV500,Added Apr 2011 &bull; 37 fuel-ups Property of phuocsandiego . 4.4Avg L/100km.,4.4
2006 Piaggio BV500,Added Apr 2009 &bull; 39 fuel-ups Property of mj72 . 4.3Avg L/100km.,4.3
2006 Piaggio BV500,Added Jun 2009 &bull; 32 fuel-ups Property of scooterdru . 4.2Avg L/100km.,4.2
2006 Piaggio BV500,Added Apr 2011 &bull; 28 fuel-ups Property of PeeYoung . 4.5Avg L/100km.,4.5
2006 Piaggio BV500,Added Oct 2011 &bull; 1 fuel-up Property of redrooster . N/AAvg L/100km.,N/A
2006 Piaggio BV500,Added May 2010 &bull; 22 fuel-ups Property of justinhagstrom . 4.7Avg L/100km.,4.7
2006 Piaggio BV500,Added Oct 2009 &bull; 13 fuel-ups Property of jpitz31 . 4.2Avg L/100km.,4.2
2006 Piaggio BV500,Added Aug 2011 Property of impelus . N/AAvg L/100km.,N/A
2001 Piaggio ET2,Added Feb 2011 &bull; 3 fuel-ups Property of Markysparx . 3.3Avg L/100km.,3.3
2008 Piaggio fly 100,Added Sep 2012 &bull; 3 fuel-ups Property of kamaros . 5.4Avg L/100km.,5.4
2008 Piaggio fly 100,Added Mar 2013 &bull; 6 fuel-ups Property of danbbb . 3.2Avg L/100km.,3.2
2008 Piaggio fly 100,Added Aug 2010 &bull; 1 fuel-up Property of kamaros78 . N/AAvg L/100km.,N/A
2012 Piaggio Fly 125,Added Dec 2012 &bull; 2 fuel-ups Property of Drneves . 2.7Avg L/100km.,2.7
2010 Piaggio Fly 125,Added Dec 2012 &bull; 4 fuel-ups Property of TimmoD . 4.3Avg L/100km.,4.3
2010 Piaggio Fly 125,Added Apr 2012 Property of rtgm . N/AAvg L/100km.,N/A
2012 Piaggio Fly 150,Added Apr 2013 &bull; 1 fuel-up Property of Syntagma . 4.4Avg L/100km.,4.4
2011 Piaggio Fly 150,Added Jul 2012 &bull; 8 fuel-ups Property of kathymacau . 3.8Avg L/100km.,3.8
2011 Piaggio Fly 150,Added Jul 2012 &bull; 1 fuel-up Property of dhide371 . N/AAvg L/100km.,N/A
2010 Piaggio Fly 150,Added Aug 2011 &bull; 13 fuel-ups Property of chritker . 4.1Avg L/100km.,4.1
2010 Piaggio Fly 150,Added Jul 2011 &bull; 27 fuel-ups Property of penguintv . 4.1Avg L/100km.,4.1
2010 Piaggio Fly 150,Added Nov 2012 &bull; 5 fuel-ups Property of stunster . 4.9Avg L/100km.,4.9
2010 Piaggio Fly 150,Added May 2011 &bull; 4 fuel-ups Property of Poolboy29 . 3.9Avg L/100km.,3.9
2010 Piaggio Fly 150,Added Aug 2012 Property of GTBaker . N/AAvg L/100km.,N/A
2010 Piaggio Fly 150,Added Apr 2011 Property of paulsomo . N/AAvg L/100km.,N/A
2009 Piaggio Fly 150,Added Jun 2011 &bull; 55 fuel-ups Property of tedp . 3.6Avg L/100km.,3.6
2009 Piaggio Fly 150,Added Jun 2009 &bull; 59 fuel-ups Property of kiwiscott . 4.1Avg L/100km.,4.1
2009 Piaggio Fly 150,Added Nov 2011 &bull; 7 fuel-ups Property of SergeantSalad . 4.5Avg L/100km.,4.5
2009 Piaggio Fly 150,Added May 2011 &bull; 31 fuel-ups Property of guajiro . 4.2Avg L/100km.,4.2
2009 Piaggio Fly 150,Added Aug 2011 &bull; 44 fuel-ups Property of durpnurp . 3.9Avg L/100km.,3.9
2009 Piaggio Fly 150,Added Nov 2011 &bull; 5 fuel-ups Property of w0rM . 3.7Avg L/100km.,3.7
