"YMCC","fuelups","kml"
"2010 BMS Motorsports Heritage 150","Added Apr 2011 &bull; 3 fuel-ups Property of melemel .","21.9"
"2011 BMS Motorsports Palazzo 150","Added Apr 2012 &bull; 20 fuel-ups Property of besumi .","27.6"
"2012 BMS Motorsports TBX 260","Added Aug 2012 &bull; 15 fuel-ups Property of mikeyphillips .","33.6"
"2008 BMS Motorsports TBX 260","Added Jul 2010 &bull; 7 fuel-ups Property of Dialm4speed .","38.4"
"2004 BMW BOXERCUP","Added Mar 2010 &bull; 4 fuel-ups Property of DVH .","24.6"
"2004 BMW BOXERCUP","Added Jul 2012 Property of qed .","N/A"
"2012 BMW C 650 GT","Added Aug 2012 &bull; 4 fuel-ups Property of ttdriver .","20.5"
"2009 BMW F650 GS","Added May 2011 &bull; 37 fuel-ups Property of dawidmocke .","24.6"
"2009 BMW F650 GS","Added Aug 2012 Property of johnnyleroux .","N/A"
"2007 BMW F650 GS","Added May 2012 &bull; 7 fuel-ups Property of balarsen.","28.8"
"2007 BMW F650 GS","Added Apr 2011 &bull; 47 fuel-ups Property of fs2k2isfun .","22.8"
"2007 BMW F650 GS","Added Aug 2012 &bull; 1 fuel-up Property of Fen .","8.6"
"2007 BMW F650 GS","Added Jan 2012 Property of bwyman74 .","N/A"
"2007 BMW F650 GS","Added Aug 2012 Property of justjules .","N/A"
"2007 BMW F650 GS","Added Feb 2012 Property of jpiet .","N/A"
"2007 BMW F650 GS","Added Jul 2010 Property of xajorkith .","N/A"
"2006 BMW F650 GS","Added Sep 2011 &bull; 25 fuel-ups Property of MistaH .","26.2"
"2006 BMW F650 GS","Added Aug 2011 &bull; 3 fuel-ups Property of PHC .","25.1"
"2006 BMW F650 GS","Added Apr 2011 &bull; 26 fuel-ups Property of existent80 .","24.4"
"2006 BMW F650 GS","Added Aug 2012 &bull; 8 fuel-ups Property of ArnoRoux .","18.9"
"2006 BMW F650 GS","Added Jun 2011 &bull; 7 fuel-ups Property of Hanno .","7.3"
"2006 BMW F650 GS","Added Mar 2012 Property of FrancoisMarais .","N/A"
"2005 BMW F650 GS","Added May 2012 &bull; 35 fuel-ups Property of johnrhopkins .","22.0"
"2005 BMW F650 GS","Added Mar 2012 &bull; 5 fuel-ups Property of Largeviking .","22.4"
"2005 BMW F650 GS","Added Jan 2011 Property of cysne .","N/A"
"2005 BMW F650 GS","Added Jul 2011 Property of DominoTree .","N/A"
"2004 BMW F650 GS","Added Oct 2012 &bull; 5 fuel-ups Property of ar1814 .","28.0"
"2004 BMW F650 GS","Added Jan 2012 &bull; 46 fuel-ups Property of atomicalex .","25.7"
"2004 BMW F650 GS","Added Jul 2012 &bull; 1 fuel-up Property of cdarken .","28.9"
"2004 BMW F650 GS","Added Feb 2012 &bull; 2 fuel-ups Property of RDT953 .","24.3"
"2003 BMW F650 GS","Added Jul 2012 &bull; 52 fuel-ups Property of existent80 .","24.1"
"2003 BMW F650 GS","Added Dec 2011 &bull; 31 fuel-ups Property of SudanBlackB .","25.0"
"2003 BMW F650 GS","Added Dec 2010 &bull; 17 fuel-ups Property of ChristoffGS .","23.6"
"2003 BMW F650 GS","Added Mar 2012 &bull; 6 fuel-ups Property of jcarpino .","25.6"
"2003 BMW F650 GS","Added Nov 2009 Property of beatkiddo.","N/A"
"2003 BMW F650 GS","Added Jul 2011 Property of adventure40 .","N/A"
"2003 BMW F650 GS","Added Jun 2012 &bull; 1 fuel-up Property of partsrme928 .","N/A"
"2002 BMW F650 GS","Added Sep 2012 &bull; 7 fuel-ups Property of steveyg .","24.3"
"2002 BMW F650 GS","Added Jun 2012 &bull; 49 fuel-ups Property of LimSteel .","21.4"
"2002 BMW F650 GS","Added Jul 2012 &bull; 8 fuel-ups Property of mrbond .","19.4"
"2002 BMW F650 GS","Added Jul 2012 &bull; 4 fuel-ups Property of tessitori .","24.7"
"2002 BMW F650 GS","Added Dec 2010 &bull; 79 fuel-ups Property of DaveT .","19.5"
"2002 BMW F650 GS","Added May 2011 Property of alwyngs .","N/A"
"2002 BMW F650 GS","Added Oct 2011 Property of mike0323 .","N/A"
"2001 BMW F650 GS","Added Nov 2012 &bull; 2 fuel-ups Property of robertsond .","26.1"
"2001 BMW F650 GS","Added Sep 2012 &bull; 6 fuel-ups Property of Grimstone .","13.8"
"2001 BMW F650 GS","Added Aug 2012 &bull; 5 fuel-ups Property of TDImiser .","22.9"
"2001 BMW F650 GS","Added Apr 2012 &bull; 7 fuel-ups Property of gsbro .","25.0"
"2001 BMW F650 GS","Added Apr 2010 &bull; 12 fuel-ups Property of astmc .","27.3"
"2001 BMW F650 GS","Added Apr 2012 &bull; 4 fuel-ups Property of yoeddy .","20.1"
"2001 BMW F650 GS","Added Aug 2012 Property of rmoore2112 .","N/A"
"2001 BMW F650 GS","Added Jun 2010 Property of BriChabot .","N/A"
"2000 BMW F650 GS","Added Jan 2012 &bull; 4 fuel-ups Property of tuaregwind .","8.7"
"1999 BMW F650 GS","Added Aug 2010 Property of robo .","N/A"
"1998 BMW F650 GS","Added Mar 2012 Property of hbarcello .","N/A"
"1996 BMW F650 GS","Added Sep 2012 Property of frozy .","N/A"
"1994 BMW F650 GS","Added May 2011 &bull; 10 fuel-ups Property of bolasch .","17.8"
"2007 BMW F650 GS Dakar","Added May 2012 &bull; 4 fuel-ups Property of brulpadda .","18.3"
"2007 BMW F650 GS Dakar","Added May 2012 &bull; 9 fuel-ups Property of posti66 .","28.2"
"2007 BMW F650 GS Dakar","Added Sep 2011 &bull; 45 fuel-ups Property of RSADualPurpose01 .","23.8"
"2007 BMW F650 GS Dakar","Added Nov 2011 &bull; 1 fuel-up Property of frostymonkee .","36.2"
"2007 BMW F650 GS Dakar","Added Nov 2008 Property of jblaze5779.","N/A"
"2007 BMW F650 GS Dakar","Added Nov 2011 Property of budmoto .","N/A"
"2006 BMW F650 GS Dakar","Added Aug 2010 &bull; 47 fuel-ups Property of bilgepump .","24.3"
"2006 BMW F650 GS Dakar","Added Jan 2010 &bull; 7 fuel-ups Property of wishbone .","27.8"
"2006 BMW F650 GS Dakar","Added Sep 2012 &bull; 5 fuel-ups Property of gnarlyr .","25.7"
"2006 BMW F650 GS Dakar","Added Jul 2012 &bull; 4 fuel-ups Property of BeauxEllis .","23.0"
"2005 BMW F650 GS Dakar","Added Sep 2010 &bull; 34 fuel-ups Property of FeejerFiend .","26.3"
"2005 BMW F650 GS Dakar","Added Oct 2011 &bull; 47 fuel-ups Property of mattewis .","22.6"
"2005 BMW F650 GS Dakar","Added Dec 2010 &bull; 59 fuel-ups Property of Biesie .","22.6"
"2005 BMW F650 GS Dakar","Added Oct 2011 &bull; 21 fuel-ups Property of cschoo .","23.3"
"2005 BMW F650 GS Dakar","Added Sep 2012 &bull; 6 fuel-ups Property of TomR .","23.1"
"2005 BMW F650 GS Dakar","Added Apr 2011 Property of xsniper .","N/A"
"2005 BMW F650 GS Dakar","Added Aug 2012 Property of Phantie .","N/A"
"2004 BMW F650 GS Dakar","Added Oct 2011 &bull; 11 fuel-ups Property of MrD .","20.5"
"2003 BMW F650 GS Dakar","Added Jan 2012 &bull; 1 fuel-up Property of Yetigreenline2 .","16.7"
"2003 BMW F650 GS Dakar","Added Jan 2011 &bull; 14 fuel-ups Property of alexTH3man .","18.8"
"2003 BMW F650 GS Dakar","Added Apr 2009 &bull; 8 fuel-ups Property of randydief .","27.2"
"2003 BMW F650 GS Dakar","Added Jul 2011 &bull; 19 fuel-ups Property of ZiLg0 .","23.6"
"2003 BMW F650 GS Dakar","Added Jul 2009 &bull; 10 fuel-ups Property of vemsom.","27.8"
"2003 BMW F650 GS Dakar","Added Sep 2012 Property of CJCombrink .","N/A"
"2002 BMW F650 GS Dakar","Added Apr 2012 &bull; 15 fuel-ups Property of cperda .","21.1"
"2002 BMW F650 GS Dakar","Added Mar 2012 &bull; 8 fuel-ups Property of wvb .","19.0"
"2002 BMW F650 GS Dakar","Added Apr 2012 &bull; 2 fuel-ups Property of Aneug .","18.0"
"2002 BMW F650 GS Dakar","Added Apr 2011 &bull; 6 fuel-ups Property of K9NSP .","22.5"
"2002 BMW F650 GS Dakar","Added May 2012 &bull; 16 fuel-ups Property of Cdcharters .","23.7"
"2001 BMW F650 GS Dakar","Added Dec 2011 &bull; 36 fuel-ups Property of gromit .","23.3"
"2001 BMW F650 GS Dakar","Added Aug 2009 &bull; 38 fuel-ups Property of markdixon .","23.9"
"2001 BMW F650 GS Dakar","Added Apr 2011 &bull; 12 fuel-ups Property of rcrabb .","20.2"
"2005 BMW F650CS","Added Oct 2011 &bull; 46 fuel-ups Property of travatron4000 .","22.8"
"2005 BMW F650CS","Added May 2010 &bull; 40 fuel-ups Property of stinkyjones .","23.1"
"2005 BMW F650CS","Added Sep 2009 &bull; 30 fuel-ups Property of yellowf650cs.","28.2"
"2005 BMW F650CS","Added Feb 2010 &bull; 1 fuel-up Property of paulmarrington .","23.3"
"2004 BMW F650CS","Added Apr 2011 &bull; 31 fuel-ups Property of iav8 .","28.6"
"2004 BMW F650CS","Added Oct 2011 &bull; 128 fuel-ups Property of motoRik .","22.3"
"2004 BMW F650CS","Added Aug 2011 &bull; 7 fuel-ups Property of Bluepeppo .","24.7"
"2004 BMW F650CS","Added Jan 2009 &bull; 3 fuel-ups Property of StuM .","20.8"
"2004 BMW F650CS","Added Aug 2012 Property of Phantie .","N/A"
"2003 BMW F650CS","Added Feb 2012 &bull; 23 fuel-ups Property of Win .","21.2"
"2003 BMW F650CS","Added Aug 2011 &bull; 71 fuel-ups Property of xamper .","27.2"
"2003 BMW F650CS","Added Jun 2012 &bull; 188 fuel-ups Property of alvaro84 .","33.2"
"2003 BMW F650CS","Added Nov 2011 &bull; 35 fuel-ups Property of jcfoley .","22.4"
"2003 BMW F650CS","Added Jun 2010 &bull; 19 fuel-ups Property of LJN .","18.6"
"2003 BMW F650CS","Added Aug 2009 Property of Litguy .","N/A"
"2002 BMW F650CS","Added Jul 2012 &bull; 7 fuel-ups Property of newmann .","23.1"
"2002 BMW F650CS","Added Aug 2011 &bull; 18 fuel-ups Property of zecabeloso .","21.3"
"2002 BMW F650CS","Added Apr 2012 &bull; 21 fuel-ups Property of tubular .","24.4"
"2001 BMW F650CS","Added Aug 2010 &bull; 12 fuel-ups Property of ratcliffe .","19.4"
"2012 BMW F650GS Twin","Added Jun 2012 &bull; 2 fuel-ups Property of Blueboy .","18.6"
"2012 BMW F650GS Twin","Added Sep 2012 &bull; 6 fuel-ups Property of cadellatorre .","20.8"
"2011 BMW F650GS Twin","Added Aug 2011 &bull; 56 fuel-ups Property of smrozews .","21.1"
"2011 BMW F650GS Twin","Added Mar 2012 &bull; 23 fuel-ups Property of Earwig .","23.9"
"2011 BMW F650GS Twin","Added Jun 2011 &bull; 56 fuel-ups Property of mfm .","25.6"
"2011 BMW F650GS Twin","Added Dec 2011 Property of Devo .","N/A"
"2011 BMW F650GS Twin","Added Aug 2011 &bull; 9 fuel-ups Property of GreatDanes .","25.6"
"2011 BMW F650GS Twin","Added Mar 2012 Property of arendas .","N/A"
"2010 BMW F650GS Twin","Added May 2011 &bull; 47 fuel-ups Property of JohnHardesty .","22.7"
"2010 BMW F650GS Twin","Added Sep 2011 &bull; 84 fuel-ups Property of jossvw .","20.3"
"2010 BMW F650GS Twin","Added May 2011 &bull; 25 fuel-ups Property of koliverson .","25.3"
"2010 BMW F650GS Twin","Added Aug 2012 &bull; 17 fuel-ups Property of minton82 .","22.6"
"2010 BMW F650GS Twin","Added Jun 2012 &bull; 94 fuel-ups Property of Kale .","25.1"
"2010 BMW F650GS Twin","Added Nov 2011 &bull; 4 fuel-ups Property of Kenzie .","24.9"
"2010 BMW F650GS Twin","Added Jun 2011 &bull; 16 fuel-ups Property of sprange .","21.3"
"2010 BMW F650GS Twin","Added Apr 2010 &bull; 100 fuel-ups Property of wlm2048.","20.5"
"2010 BMW F650GS Twin","Added Jun 2010 &bull; 1 fuel-up Property of ecrampton .","24.7"
"2009 BMW F650GS Twin","Added Nov 2011 &bull; 48 fuel-ups Property of AntonD69 .","22.6"
"2009 BMW F650GS Twin","Added Jun 2011 &bull; 75 fuel-ups Property of motardes04 .","24.0"
"2009 BMW F650GS Twin","Added Jun 2009 &bull; 36 fuel-ups Property of Mistergizmo.","25.7"
"2009 BMW F650GS Twin","Added Oct 2008 &bull; 203 fuel-ups Property of Brendan .","24.5"
"2009 BMW F650GS Twin","Added Jun 2009 &bull; 6 fuel-ups Property of Bomberman.","23.1"
"2009 BMW F650GS Twin","Added Oct 2008 &bull; 1 fuel-up Property of my650gs2 .","N/A"
"2009 BMW F650GS Twin","Added Mar 2012 &bull; 44 fuel-ups Property of vuganeja .","25.9"
"2009 BMW F650GS Twin","Added Sep 2011 &bull; 7 fuel-ups Property of smoothdurban .","24.0"
"2009 BMW F650GS Twin","Added Apr 2009 &bull; 1 fuel-up Property of ranalli.","20.2"
"2009 BMW F650GS Twin","Added Oct 2008 &bull; 2 fuel-ups Property of dave92029.","25.8"
"2009 BMW F650GS Twin","Added Feb 2010 Property of UtilityBiscuit.","N/A"
"2009 BMW F650GS Twin","Added Nov 2008 Property of krowbar.","N/A"
"2009 BMW F650GS Twin","Added Aug 2010 Property of Pleschutznigs .","N/A"
"2009 BMW F650GS Twin","Added May 2010 Property of prodigyxl .","N/A"
"2008 BMW F650GS Twin","Added Oct 2008 &bull; 33 fuel-ups Property of HTWB .","25.2"
"2008 BMW F650GS Twin","Added Feb 2012 &bull; 7 fuel-ups Property of ferrol .","22.5"
"2008 BMW F650GS Twin","Added Jan 2012 &bull; 1 fuel-up Property of pinballwizard .","23.4"
"2008 BMW F650GS Twin","Added Aug 2011 &bull; 2 fuel-ups Property of AndreDuPreez .","25.1"
"2008 BMW F650GS Twin","Added Jun 2009 &bull; 3 fuel-ups Property of RMB .","29.3"
"2008 BMW F650GS Twin","Added Oct 2008 &bull; 5 fuel-ups Property of BlackieF650GS.","19.9"
"2006 BMW F650GS Twin","Added Jun 2011 Property of dewald .","N/A"
"1999 BMW F650ST","Added Jun 2012 &bull; 28 fuel-ups Property of MoeST .","15.5"
"1999 BMW F650ST","Added Apr 2010 &bull; 45 fuel-ups Property of batou .","17.2"
"1999 BMW F650ST","Added Oct 2012 Property of KaHOnas .","N/A"
"1998 BMW F650ST","Added Jun 2011 &bull; 51 fuel-ups Property of capeche .","16.2"
"1998 BMW F650ST","Added Oct 2012 &bull; 1 fuel-up Property of adi003 .","N/A"
"1998 BMW F650ST","Added Aug 2011 &bull; 13 fuel-ups Property of ursinescootician .","18.7"
"1997 BMW F650ST","Added Jul 2009 &bull; 27 fuel-ups Property of JamesAquilina .","12.3"
"1997 BMW F650ST","Added Nov 2012 &bull; 1 fuel-up Property of alexpapad .","18.0"
"1997 BMW F650ST","Added Feb 2009 &bull; 5 fuel-ups Property of TMB .","19.6"
"1995 BMW F650ST","Added Jul 2012 Property of l0wiq .","N/A"
"2013 BMW F800GS","Added Sep 2012 Property of Merle .","N/A"
"2012 BMW F800GS","Added Oct 2012 &bull; 2 fuel-ups Property of rrvanzyl .","24.4"
"2012 BMW F800GS","Added May 2012 &bull; 28 fuel-ups Property of GBTW .","18.6"
"2012 BMW F800GS","Added May 2012 &bull; 64 fuel-ups Property of DavidEv .","20.3"
"2012 BMW F800GS","Added Jan 2012 &bull; 16 fuel-ups Property of Cityboy .","20.2"
"2012 BMW F800GS","Added Aug 2012 &bull; 2 fuel-ups Property of kendalla59 .","39.2"
"2012 BMW F800GS","Added Mar 2012 &bull; 91 fuel-ups Property of xpdishun .","22.4"
"2012 BMW F800GS","Added Mar 2012 &bull; 32 fuel-ups Property of ITALO .","20.8"
"2012 BMW F800GS","Added Jul 2012 &bull; 4 fuel-ups Property of RUE .","20.0"
"2012 BMW F800GS","Added Feb 2012 &bull; 8 fuel-ups Property of guidantas .","18.3"
"2012 BMW F800GS","Added Sep 2012 Property of Voetpomp .","N/A"
"2012 BMW F800GS","Added Jun 2012 Property of PaulG86 .","N/A"
"2011 BMW F800GS","Added Apr 2012 &bull; 15 fuel-ups Property of nomadb .","21.4"
"2011 BMW F800GS","Added Feb 2012 &bull; 46 fuel-ups Property of luv2ride .","19.2"
"2011 BMW F800GS","Added Nov 2011 &bull; 67 fuel-ups Property of DaveT .","19.7"
"2011 BMW F800GS","Added Apr 2012 &bull; 32 fuel-ups Property of fbakkes .","17.6"
"2011 BMW F800GS","Added Feb 2012 &bull; 97 fuel-ups Property of WagnerBSB .","19.9"
"2011 BMW F800GS","Added Sep 2011 &bull; 55 fuel-ups Property of jjunner .","22.0"
"2011 BMW F800GS","Added Oct 2011 &bull; 30 fuel-ups Property of Steen .","23.0"
"2011 BMW F800GS","Added Jul 2011 Property of Balto .","N/A"
"2011 BMW F800GS","Added Jun 2012 &bull; 16 fuel-ups Property of 2Stamp .","21.1"
"2011 BMW F800GS","Added Jun 2012 &bull; 21 fuel-ups Property of Enthusiast .","25.5"
"2011 BMW F800GS","Added May 2012 &bull; 13 fuel-ups Property of pieterodendaal .","22.3"
"2011 BMW F800GS","Added May 2011 &bull; 4 fuel-ups Property of ChopperRockerC .","36.0"
"2011 BMW F800GS","Added Feb 2011 Property of Kendym .","N/A"
"2011 BMW F800GS","Added May 2012 Property of juriti .","N/A"
"2011 BMW F800GS","Added Mar 2012 Property of thodoris .","N/A"
"2011 BMW F800GS","Added May 2011 Property of Jedi .","N/A"
"2010 BMW F800GS","Added Mar 2011 &bull; 41 fuel-ups Property of Stumpyfingers .","22.8"
"2010 BMW F800GS","Added Mar 2012 &bull; 20 fuel-ups Property of showard .","23.0"
"2010 BMW F800GS","Added Feb 2012 &bull; 31 fuel-ups Property of Muca22 .","18.2"
"2010 BMW F800GS","Added Oct 2012 &bull; 2 fuel-ups Property of bearbuck .","22.9"
"2010 BMW F800GS","Added Feb 2012 &bull; 17 fuel-ups Property of msfazer .","21.0"
"2010 BMW F800GS","Added Sep 2011 &bull; 20 fuel-ups Property of wellsy .","22.2"
"2010 BMW F800GS","Added Nov 2010 &bull; 15 fuel-ups Property of redback .","17.8"
"2010 BMW F800GS","Added Apr 2011 &bull; 9 fuel-ups Property of KnopKop .","18.4"
"2010 BMW F800GS","Added Jan 2010 &bull; 8 fuel-ups Property of richmo.","22.0"
"2010 BMW F800GS","Added Dec 2011 Property of zebonsai .","N/A"
"2010 BMW F800GS","Added Dec 2009 &bull; 21 fuel-ups Property of gainerwj.","20.2"
"2010 BMW F800GS","Added Jul 2010 &bull; 124 fuel-ups Property of Pray4Snow .","20.9"
"2010 BMW F800GS","Added Apr 2011 &bull; 18 fuel-ups Property of calgarymoto .","22.2"
"2010 BMW F800GS","Added May 2011 &bull; 1 fuel-up Property of mcdirtnap .","N/A"
"2010 BMW F800GS","Added Sep 2010 &bull; 1 fuel-up Property of gianni1951 .","22.5"
"2010 BMW F800GS","Added Aug 2010 &bull; 3 fuel-ups Property of Pleschutznigs .","20.6"
"2010 BMW F800GS","Added Dec 2009 &bull; 3 fuel-ups Property of basko .","10.6"
"2010 BMW F800GS","Added Mar 2010 Property of maybilcatchfire.","N/A"
"2010 BMW F800GS","Added Mar 2011 Property of Mollygrubber .","N/A"
"2009 BMW F800GS","Added Mar 2011 &bull; 29 fuel-ups Property of teotsin .","18.7"
"2009 BMW F800GS","Added May 2011 &bull; 29 fuel-ups Property of haildamage .","21.7"
"2009 BMW F800GS","Added Oct 2009 &bull; 108 fuel-ups Property of bfdarren .","22.6"
"2009 BMW F800GS","Added May 2011 &bull; 35 fuel-ups Property of snappo .","21.0"
"2009 BMW F800GS","Added Dec 2009 &bull; 96 fuel-ups Property of rockinrog.","24.1"
"2009 BMW F800GS","Added Apr 2011 &bull; 4 fuel-ups Property of SACK .","17.9"
"2009 BMW F800GS","Added Jul 2009 &bull; 11 fuel-ups Property of GSRider.","18.7"
"2009 BMW F800GS","Added Aug 2010 Property of isiTututu .","N/A"
"2009 BMW F800GS","Added May 2012 Property of jcg42 .","N/A"
"2009 BMW F800GS","Added Jun 2012 &bull; 8 fuel-ups Property of yogeek .","25.2"
"2009 BMW F800GS","Added Jun 2011 &bull; 4 fuel-ups Property of jakobreid .","20.9"
"2009 BMW F800GS","Added Apr 2012 &bull; 3 fuel-ups Property of tinusvdb .","21.5"
"2009 BMW F800GS","Added Aug 2011 &bull; 8 fuel-ups Property of mefromsa .","19.6"
"2009 BMW F800GS","Added May 2010 &bull; 17 fuel-ups Property of maddaddy .","23.3"
"2009 BMW F800GS","Added May 2009 &bull; 1 fuel-up Property of dholaday .","N/A"
"2009 BMW F800GS","Added Oct 2011 Property of n8foo .","N/A"
"2009 BMW F800GS","Added Jul 2009 Property of crwade.","N/A"
"2009 BMW F800GS","Added Jun 2010 Property of Gangplank .","N/A"
"2008 BMW F800GS","Added Oct 2009 &bull; 99 fuel-ups Property of drid .","18.0"
"2008 BMW F800GS","Added Jan 2010 &bull; 49 fuel-ups Property of tombell .","20.1"
"2008 BMW F800GS","Added Jan 2009 &bull; 5 fuel-ups Property of frankie .","22.2"
"2008 BMW F800GS","Added May 2011 &bull; 10 fuel-ups Property of tomdupld .","17.9"
"2008 BMW F800GS","Added Apr 2011 &bull; 2 fuel-ups Property of Ugie .","23.0"
"2008 BMW F800GS","Added Jun 2010 &bull; 1 fuel-up Property of moriarty .","15.7"
"2008 BMW F800GS","Added Sep 2012 Property of Bie .","N/A"
"2008 BMW F800GS","Added Sep 2010 Property of AntonioGS .","N/A"
"2008 BMW F800GS","Added Mar 2011 Property of Narvdude .","N/A"
"2008 BMW F800GS","Added Mar 2010 Property of willy1818.","N/A"
"2012 BMW F800R","Added Jun 2012 &bull; 10 fuel-ups Property of Banaanhangwagen .","20.8"
"2012 BMW F800R","Added Jul 2012 &bull; 3 fuel-ups Property of elamd .","21.9"
"2011 BMW F800R","Added Feb 2011 &bull; 97 fuel-ups Property of andrew271828 .","20.3"
"2011 BMW F800R","Added Oct 2011 &bull; 43 fuel-ups Property of Ale .","19.7"
"2011 BMW F800R","Added Sep 2011 &bull; 42 fuel-ups Property of Teep .","19.8"
"2011 BMW F800R","Added Aug 2011 &bull; 23 fuel-ups Property of PxP .","21.5"
"2011 BMW F800R","Added Aug 2011 &bull; 31 fuel-ups Property of blach13 .","21.4"
"2011 BMW F800R","Added Mar 2012 &bull; 11 fuel-ups Property of shaun8412 .","18.2"
"2011 BMW F800R","Added Aug 2011 &bull; 1 fuel-up Property of gogy115 .","21.6"
"2011 BMW F800R","Added Oct 2012 &bull; 4 fuel-ups Property of pedrostabile .","17.2"
"2011 BMW F800R","Added Jul 2011 &bull; 3 fuel-ups Property of BallisticWarrior .","36.2"
"2011 BMW F800R","Added Feb 2011 &bull; 5 fuel-ups Property of psgregory .","18.0"
"2011 BMW F800R","Added Oct 2011 Property of Husher .","N/A"
"2011 BMW F800R","Added May 2012 Property of carrick37 .","N/A"
"2011 BMW F800R","Added Jun 2011 Property of mrstamper .","N/A"
"2010 BMW F800R","Added Mar 2012 &bull; 17 fuel-ups Property of Gibbo .","21.1"
"2010 BMW F800R","Added Aug 2011 &bull; 7 fuel-ups Property of nikos .","19.8"
"2010 BMW F800R","Added Nov 2010 &bull; 26 fuel-ups Property of daemonium .","15.7"
"2010 BMW F800R","Added Jul 2010 &bull; 8 fuel-ups Property of RadMan .","23.4"
"2010 BMW F800R","Added Dec 2011 Property of kencurley .","N/A"
"2010 BMW F800R","Added Aug 2012 &bull; 31 fuel-ups Property of goldfish168 .","22.9"
"2010 BMW F800R","Added Sep 2010 &bull; 28 fuel-ups Property of popsky .","23.7"
"2009 BMW F800R","Added Nov 2011 &bull; 110 fuel-ups Property of GrandVince .","20.0"
"2009 BMW F800R","Added May 2010 &bull; 7 fuel-ups Property of weefelly .","22.4"
"2009 BMW F800R","Added Jan 2010 &bull; 41 fuel-ups Property of iwanprys .","21.0"
"2009 BMW F800R","Added Jun 2012 &bull; 1 fuel-up Property of mart1jn .","22.1"
"2009 BMW F800R","Added Mar 2011 &bull; 89 fuel-ups Property of Hedgehog .","18.9"
"2009 BMW F800R","Added May 2011 Property of Timeh .","N/A"
"2009 BMW F800R","Added Sep 2009 Property of rage.","N/A"
