Year,Make,Model,fuelups,user,KML,MPG,LP100KM,CC,Style,url
2011,Honda,Spacy 110,6,bayu,49.2,115.7,2.03,110,,http://www.fuelly.com/driver/bayu/
2004,Honda,Splendor,2,mkansagarfa.,40,94.1,2.50,,,http://www.fuelly.com/driver/mkansagarfa./
1999,Honda,Splendor,22,shreesmani,52,122.3,1.92,,,http://www.fuelly.com/driver/shreesmani/
1986,Honda,Spree,3,VermiciousKnid,35.3,83.0,2.83,,,http://www.fuelly.com/driver/VermiciousKnid/
1986,Honda,Spree,3,KnightOfNoise,39,91.7,2.56,,,http://www.fuelly.com/driver/KnightOfNoise/
1996,Honda,ST1100,38,jonorow,13.7,32.2,7.30,1100,,http://www.fuelly.com/driver/jonorow/
2001,Honda,ST1100,1,Roguesolo,14.2,33.4,7.04,1100,,http://www.fuelly.com/driver/Roguesolo/
1992,Honda,ST1100,24,panman,14.3,33.6,6.99,1100,,http://www.fuelly.com/driver/panman/
1999,Honda,ST1100,13,flookyk,14.7,34.6,6.80,1100,,http://www.fuelly.com/driver/flookyk/
1991,Honda,ST1100,92,nlopitziii,14.9,35.0,6.71,1100,,http://www.fuelly.com/driver/nlopitziii/
1991,Honda,ST1100,35,kyojitsu,15,35.3,6.67,1100,,http://www.fuelly.com/driver/kyojitsu/
2002,Honda,ST1100,9,Oddball,15.4,36.2,6.49,1100,,http://www.fuelly.com/driver/Oddball/
1999,Honda,ST1100,10,sooty521,15.6,36.7,6.41,1100,,http://www.fuelly.com/driver/sooty521/
1994,Honda,ST1100,49,DCinSEA,15.6,36.7,6.41,1100,,http://www.fuelly.com/driver/DCinSEA/
2002,Honda,ST1100,54,BobsPan,15.7,36.9,6.37,1100,,http://www.fuelly.com/driver/BobsPan/
1998,Honda,ST1100,4,carlmt,15.8,37.2,6.33,1100,,http://www.fuelly.com/driver/carlmt/
1991,Honda,ST1100,4,drwest,16,37.6,6.25,1100,,http://www.fuelly.com/driver/drwest/
1991,Honda,ST1100,4,srosenberger,16.1,37.9,6.21,1100,,http://www.fuelly.com/driver/srosenberger/
1995,Honda,ST1100,36,FrayAdjacent,16.3,38.3,6.13,1100,,http://www.fuelly.com/driver/FrayAdjacent/
1999,Honda,ST1100,15,amarkmac,16.5,38.8,6.06,1100,,http://www.fuelly.com/driver/amarkmac/
1999,Honda,ST1100,1,sdanville,16.6,39.0,6.02,1100,,http://www.fuelly.com/driver/sdanville/
1991,Honda,ST1100,90,GAHellinger,16.7,39.3,5.99,1100,,http://www.fuelly.com/driver/GAHellinger/
1991,Honda,ST1100,12,abcdef,16.8,39.5,5.95,1100,,http://www.fuelly.com/driver/abcdef/
2001,Honda,ST1100,68,Firstpeke,17,40.0,5.88,1100,,http://www.fuelly.com/driver/Firstpeke/
1993,Honda,ST1100,150,msgulfcoast,17.3,40.7,5.78,1100,,http://www.fuelly.com/driver/msgulfcoast/
1996,Honda,ST1100,1,bMileage,17.4,40.9,5.75,1100,,http://www.fuelly.com/driver/bMileage/
1996,Honda,ST1100,25,wahorn,17.5,41.2,5.71,1100,,http://www.fuelly.com/driver/wahorn/
1998,Honda,ST1100,19,mstef66,17.7,41.6,5.65,1100,,http://www.fuelly.com/driver/mstef66/
1998,Honda,ST1100,29,photojojo,17.7,41.6,5.65,1100,,http://www.fuelly.com/driver/photojojo/
1995,Honda,ST1100,2,beast.,17.7,41.6,5.65,1100,,http://www.fuelly.com/driver/beast./
1999,Honda,ST1100,3,Tatfan,18,42.3,5.56,1100,,http://www.fuelly.com/driver/Tatfan/
1997,Honda,ST1100,31,Aladinbama,18,42.3,5.56,1100,,http://www.fuelly.com/driver/Aladinbama/
2000,Honda,ST1100,37,Des,18.1,42.6,5.52,1100,,http://www.fuelly.com/driver/Des/
1998,Honda,ST1100,1,gdadkj,18.7,44.0,5.35,1100,,http://www.fuelly.com/driver/gdadkj/
2002,Honda,ST1100,26,Sleis,18.8,44.2,5.32,1100,,http://www.fuelly.com/driver/Sleis/
1998,Honda,ST1100,11,knarf,18.8,44.2,5.32,1100,,http://www.fuelly.com/driver/knarf/
1994,Honda,ST1100,78,Plumman,18.9,44.5,5.29,1100,,http://www.fuelly.com/driver/Plumman/
2000,Honda,ST1100,17,Ragnar,19.3,45.4,5.18,1100,,http://www.fuelly.com/driver/Ragnar/
2001,Honda,ST1100,2,Acquit,19.6,46.1,5.10,1100,,http://www.fuelly.com/driver/Acquit/
1993,Honda,ST1100,2,imac1931.,19.7,46.3,5.08,1100,,http://www.fuelly.com/driver/imac1931./
2002,Honda,ST1100,4,Bluepaul,19.9,46.8,5.03,1100,,http://www.fuelly.com/driver/Bluepaul/
1996,Honda,ST1100,34,MisterTFM,20.2,47.5,4.95,1100,,http://www.fuelly.com/driver/MisterTFM/
1995,Honda,ST1100,4,shawnls1,21.2,49.9,4.72,1100,,http://www.fuelly.com/driver/shawnls1/
1998,Honda,ST1100,33,timicki,21.3,50.1,4.69,1100,,http://www.fuelly.com/driver/timicki/
1996,Honda,ST1100,1,johnkillcare,21.5,50.6,4.65,1100,,http://www.fuelly.com/driver/johnkillcare/
2003,Honda,ST1300,6,greeves7,14.2,33.4,7.04,1300,,http://www.fuelly.com/driver/greeves7/
2005,Honda,ST1300,28,djmixmaster,15.5,36.5,6.45,1300,,http://www.fuelly.com/driver/djmixmaster/
2003,Honda,ST1300,1,thebigone,15.5,36.5,6.45,1300,,http://www.fuelly.com/driver/thebigone/
2004,Honda,ST1300,2,stephenfay,16.7,39.3,5.99,1300,,http://www.fuelly.com/driver/stephenfay/
2003,Honda,ST1300,35,RagtagST13,16.7,39.3,5.99,1300,,http://www.fuelly.com/driver/RagtagST13/
2003,Honda,ST1300,90,Raven457,16.8,39.5,5.95,1300,,http://www.fuelly.com/driver/Raven457/
2003,Honda,ST1300,25,Supermpg,17.3,40.7,5.78,1300,,http://www.fuelly.com/driver/Supermpg/
2003,Honda,ST1300,5,phred,17.3,40.7,5.78,1300,,http://www.fuelly.com/driver/phred/
2007,Honda,ST1300,5,OldBlue,18,42.3,5.56,1300,,http://www.fuelly.com/driver/OldBlue/
2006,Honda,ST1300,2,Gorrella,18.2,42.8,5.49,1300,,http://www.fuelly.com/driver/Gorrella/
2003,Honda,ST1300,14,kperham,18.9,44.5,5.29,1300,,http://www.fuelly.com/driver/kperham/
2005,Honda,ST1300,5,pozo,19.2,45.2,5.21,1300,,http://www.fuelly.com/driver/pozo/
2005,Honda,ST1300,104,Walkersails,19.9,46.8,5.03,1300,,http://www.fuelly.com/driver/Walkersails/
2007,Honda,ST1300,15,gti20vturbo,20.2,47.5,4.95,1300,,http://www.fuelly.com/driver/gti20vturbo/
2005,Honda,ST1300,61,buelligan,20.6,48.5,4.85,1300,,http://www.fuelly.com/driver/buelligan/
2008,Honda,ST1300,1,drewactual,24,56.5,4.17,1300,,http://www.fuelly.com/driver/drewactual/
2004,Honda,ST1300a,25,JustSteve,14.1,33.2,7.09,1300,,http://www.fuelly.com/driver/JustSteve/
2008,Honda,ST1300a,9,T24,14.5,34.1,6.90,1300,,http://www.fuelly.com/driver/T24/
2002,Honda,ST1300a,2,MikeST1300,14.9,35.0,6.71,1300,,http://www.fuelly.com/driver/MikeST1300/
2004,Honda,ST1300a,2,gchamp,15.6,36.7,6.41,1300,,http://www.fuelly.com/driver/gchamp/
2007,Honda,ST1300a,53,Colm,16.9,39.8,5.92,1300,,http://www.fuelly.com/driver/Colm/
2003,Honda,ST1300a,16,st1300,16.9,39.8,5.92,1300,,http://www.fuelly.com/driver/st1300/
2009,Honda,ST1300a,46,simonch,17,40.0,5.88,1300,,http://www.fuelly.com/driver/simonch/
2004,Honda,ST1300a,49,oldman,17.3,40.7,5.78,1300,,http://www.fuelly.com/driver/oldman/
2006,Honda,ST1300a,12,tifighter,17.4,40.9,5.75,1300,,http://www.fuelly.com/driver/tifighter/
2004,Honda,ST1300a,69,Fungus1971,17.4,40.9,5.75,1300,,http://www.fuelly.com/driver/Fungus1971/
2006,Honda,ST1300a,26,jeep56,17.8,41.9,5.62,1300,,http://www.fuelly.com/driver/jeep56/
2008,Honda,ST1300a,28,Whynot,18.4,43.3,5.43,1300,,http://www.fuelly.com/driver/Whynot/
2010,Honda,ST1300a,75,jimbeauxk,18.5,43.5,5.41,1300,,http://www.fuelly.com/driver/jimbeauxk/
2002,Honda,ST1300a,117,moses,19,44.7,5.26,1300,,http://www.fuelly.com/driver/moses/
2010,Honda,ST1300a,41,gmeeks,19.7,46.3,5.08,1300,,http://www.fuelly.com/driver/gmeeks/
1978,Honda,ST70,4,thebarefootchef,51.2,120.4,1.95,70,,http://www.fuelly.com/driver/thebarefootchef/
1975,Honda,Super Cub,41,joelf,44.9,105.6,2.23,,,http://www.fuelly.com/driver/joelf/
2008,Honda,SupraX 125R,13,sliverz,43.8,103.0,2.28,125,,http://www.fuelly.com/driver/sliverz/
2005,Honda,SupraX 125R,4,herywijaya,44.7,105.1,2.24,125,,http://www.fuelly.com/driver/herywijaya/
2004,Honda,TA200,89,wash,34.5,81.2,2.90,200,,http://www.fuelly.com/driver/wash/
2009,Honda,Tiger,2,mmichaelic,28.8,67.7,3.47,,,http://www.fuelly.com/driver/mmichaelic/
2010,Honda,Tiger,5,hastyo,32,75.3,3.13,,,http://www.fuelly.com/driver/hastyo/
2011,Honda,Tiger,1,nbk3,37.5,88.2,2.67,,,http://www.fuelly.com/driver/nbk3/
1982,Honda,V45 Magna VF750C,15,thebavarian,17.2,40.5,5.81,750,,http://www.fuelly.com/driver/thebavarian/
1996,Honda,V45 Magna VF750C,10,mojojojo,19.7,46.3,5.08,750,,http://www.fuelly.com/driver/mojojojo/
1999,Honda,Valkyrie Interstate,111,markdixon,13.2,31.0,7.58,,,http://www.fuelly.com/driver/markdixon/
2000,Honda,Valkyrie Interstate,41,NITRO330,14.6,34.3,6.85,,,http://www.fuelly.com/driver/NITRO330/
2000,Honda,Valkyrie Interstate,221,THEBreen,16.4,38.6,6.10,,,http://www.fuelly.com/driver/THEBreen/
1998,Honda,Valkyrie Standard,14,Fuzzyphi,12.1,28.5,8.26,,,http://www.fuelly.com/driver/Fuzzyphi/
1998,Honda,Valkyrie Standard,39,EastBayRider.,12.5,29.4,8.00,,,http://www.fuelly.com/driver/EastBayRider./
1997,Honda,Valkyrie Standard,4,jkylec,13.6,32.0,7.35,,,http://www.fuelly.com/driver/jkylec/
1997,Honda,Valkyrie Standard,5,DonAltima,14.4,33.9,6.94,,,http://www.fuelly.com/driver/DonAltima/
1999,Honda,Valkyrie Standard,18,bulabula,14.6,34.3,6.85,,,http://www.fuelly.com/driver/bulabula/
2000,Honda,Valkyrie Standard,24,Ciderbarrel,14.9,35.0,6.71,,,http://www.fuelly.com/driver/Ciderbarrel/
1998,Honda,Valkyrie Standard,2,gvmack.,18.5,43.5,5.41,,,http://www.fuelly.com/driver/gvmack./
1998,Honda,Valkyrie Tourer,7,bykergus.,8.5,20.0,11.76,,,http://www.fuelly.com/driver/bykergus./
1997,Honda,Valkyrie Tourer,34,RobA,12.4,29.2,8.06,,,http://www.fuelly.com/driver/RobA/
1998,Honda,Valkyrie Tourer,130,majorman.,14.8,34.8,6.76,,,http://www.fuelly.com/driver/majorman./
1999,Honda,Valkyrie Tourer,1,SnakeFarm,34.5,81.2,2.90,,,http://www.fuelly.com/driver/SnakeFarm/
2007,Honda,vario,7,katan94,39.4,92.7,2.54,,,http://www.fuelly.com/driver/katan94/
2012,Honda,Vario 125 PGM-FI,19,dglrs,49.2,115.7,2.03,125,,http://www.fuelly.com/driver/dglrs/
1986,Honda,VF1000R,4,wertdaman,14.2,33.4,7.04,1000,,http://www.fuelly.com/driver/wertdaman/
1984,Honda,VF1100S,14,Kfish,16.3,38.3,6.13,1100,,http://www.fuelly.com/driver/Kfish/
1985,Honda,VF500F,9,krazyderek,15.9,37.4,6.29,500,,http://www.fuelly.com/driver/krazyderek/
1986,Honda,VF500F,4,mykarz,19.5,45.9,5.13,500,,http://www.fuelly.com/driver/mykarz/
1985,Honda,VF500F,7,unicrombie,20.5,48.2,4.88,500,,http://www.fuelly.com/driver/unicrombie/
1985,Honda,VF700F,5,KNieves,12,28.2,8.33,700,,http://www.fuelly.com/driver/KNieves/
1985,Honda,VF700F,3,linkko,13.7,32.2,7.30,700,,http://www.fuelly.com/driver/linkko/
1987,Honda,VF700F,21,gregm784,14.5,34.1,6.90,700,,http://www.fuelly.com/driver/gregm784/
1985,Honda,VF700F,12,IvanDeSlayer1,16.2,38.1,6.17,700,,http://www.fuelly.com/driver/IvanDeSlayer1/
1984,Honda,VF700S,11,navaan,15.1,35.5,6.62,700,,http://www.fuelly.com/driver/navaan/
1984,Honda,VF700S,46,jkluczyk,15.3,36.0,6.54,700,,http://www.fuelly.com/driver/jkluczyk/
1984,Honda,VF700S,20,rem83,15.9,37.4,6.29,700,,http://www.fuelly.com/driver/rem83/
1984,Honda,VF700S,3,chasd60,21.1,49.6,4.74,700,,http://www.fuelly.com/driver/chasd60/
1993,Honda,VF750F,3,bigred177,17.4,40.9,5.75,750,,http://www.fuelly.com/driver/bigred177/
1982,Honda,VF750S,14,DoctorPopcorn,17.3,40.7,5.78,750,,http://www.fuelly.com/driver/DoctorPopcorn/
2010,Honda,VFR 1200,21,Diverger,15.5,36.5,6.45,1200,,http://www.fuelly.com/driver/Diverger/
2010,Honda,VFR 1200,31,lshark,16.2,38.1,6.17,1200,,http://www.fuelly.com/driver/lshark/
2010,Honda,VFR 1200,23,cam2,16.6,39.0,6.02,1200,,http://www.fuelly.com/driver/cam2/
2010,Honda,VFR 1200,1,nl1878,17.1,40.2,5.85,1200,,http://www.fuelly.com/driver/nl1878/
2012,Honda,VFR 1200FD,5,trevor170,14.4,33.9,6.94,1200,,http://www.fuelly.com/driver/trevor170/
2010,Honda,VFR 1200FD,12,pakntexn,14.8,34.8,6.76,1200,,http://www.fuelly.com/driver/pakntexn/
2012,Honda,VFR 1200FD,2,BelfastTrev,15,35.3,6.67,1200,,http://www.fuelly.com/driver/BelfastTrev/
2012,Honda,VFR 1200FD,13,VFRon,15.1,35.5,6.62,1200,,http://www.fuelly.com/driver/VFRon/
2010,Honda,VFR 1200FD,7,KillJoy,16.4,38.6,6.10,1200,,http://www.fuelly.com/driver/KillJoy/
2010,Honda,VFR 1200FD,14,lee9996,17.2,40.5,5.81,1200,,http://www.fuelly.com/driver/lee9996/
1989,Honda,VFR 400 NC30,1,tiddsey,10.7,25.2,9.35,400,,http://www.fuelly.com/driver/tiddsey/
1989,Honda,VFR 400 NC30,1,KeithC,16.2,38.1,6.17,400,,http://www.fuelly.com/driver/KeithC/
1990,Honda,VFR 400 NC30,1,Lateralus,18.7,44.0,5.35,400,,http://www.fuelly.com/driver/Lateralus/
1993,Honda,VFR 400 NC30,4,Bhavesh,22.8,53.6,4.39,400,,http://www.fuelly.com/driver/Bhavesh/
2012,Honda,VFR1200F,24,Badge,12.2,28.7,8.20,1200,,http://www.fuelly.com/driver/Badge/
2010,Honda,VFR1200F,78,BrandX,12.4,29.2,8.06,1200,,http://www.fuelly.com/driver/BrandX/
2010,Honda,VFR1200F,9,Mortrude,12.7,29.9,7.87,1200,,http://www.fuelly.com/driver/Mortrude/
2010,Honda,VFR1200F,31,Rubbersidedown,13.2,31.0,7.58,1200,,http://www.fuelly.com/driver/Rubbersidedown/
2010,Honda,VFR1200F,2,OCles,13.8,32.5,7.25,1200,,http://www.fuelly.com/driver/OCles/
2011,Honda,VFR1200F,9,silver8182,14.3,33.6,6.99,1200,,http://www.fuelly.com/driver/silver8182/
2012,Honda,VFR1200F,37,ZP,14.6,34.3,6.85,1200,,http://www.fuelly.com/driver/ZP/
2010,Honda,VFR1200F,146,ZenMoto,14.7,34.6,6.80,1200,,http://www.fuelly.com/driver/ZenMoto/
2010,Honda,VFR1200F,42,Elkwood,14.7,34.6,6.80,1200,,http://www.fuelly.com/driver/Elkwood/
2011,Honda,VFR1200F,55,astea7777,14.9,35.0,6.71,1200,,http://www.fuelly.com/driver/astea7777/
2010,Honda,VFR1200F,18,tchico,14.9,35.0,6.71,1200,,http://www.fuelly.com/driver/tchico/
2010,Honda,VFR1200F,138,wattsy,15,35.3,6.67,1200,,http://www.fuelly.com/driver/wattsy/
2010,Honda,VFR1200F,81,jugornot,15.2,35.8,6.58,1200,,http://www.fuelly.com/driver/jugornot/
2010,Honda,VFR1200F,1,rb14,15.2,35.8,6.58,1200,,http://www.fuelly.com/driver/rb14/
2011,Honda,VFR1200F,124,rossvfr,15.3,36.0,6.54,1200,,http://www.fuelly.com/driver/rossvfr/
2012,Honda,VFR1200F,4,turnerminator,15.4,36.2,6.49,1200,,http://www.fuelly.com/driver/turnerminator/
2010,Honda,VFR1200F,49,Pete2,15.5,36.5,6.45,1200,,http://www.fuelly.com/driver/Pete2/
2010,Honda,VFR1200F,17,h2yamyk,16,37.6,6.25,1200,,http://www.fuelly.com/driver/h2yamyk/
2010,Honda,VFR1200F,31,phobe,16.1,37.9,6.21,1200,,http://www.fuelly.com/driver/phobe/
2010,Honda,VFR1200F,4,Jocky,16.2,38.1,6.17,1200,,http://www.fuelly.com/driver/Jocky/
2010,Honda,VFR1200F,8,TXVFR1200,16.3,38.3,6.13,1200,,http://www.fuelly.com/driver/TXVFR1200/
2010,Honda,VFR1200F,52,nraponi,16.3,38.3,6.13,1200,,http://www.fuelly.com/driver/nraponi/
2010,Honda,VFR1200F,57,gregconnors,16.4,38.6,6.10,1200,,http://www.fuelly.com/driver/gregconnors/
2010,Honda,VFR1200F,56,parchedson,16.4,38.6,6.10,1200,,http://www.fuelly.com/driver/parchedson/
2010,Honda,VFR1200F,75,HispanicSlammer,16.9,39.8,5.92,1200,,http://www.fuelly.com/driver/HispanicSlammer/
2010,Honda,VFR1200F,43,Kennet,17,40.0,5.88,1200,,http://www.fuelly.com/driver/Kennet/
2010,Honda,VFR1200F,58,Charlesa1974,17.3,40.7,5.78,1200,,http://www.fuelly.com/driver/Charlesa1974/
2012,Honda,VFR1200F,22,Charlesa1974,17.5,41.2,5.71,1200,,http://www.fuelly.com/driver/Charlesa1974/
2010,Honda,VFR1200F,86,ssb,17.5,41.2,5.71,1200,,http://www.fuelly.com/driver/ssb/
2012,Honda,VFR1200F,25,veldthui,18.1,42.6,5.52,1200,,http://www.fuelly.com/driver/veldthui/
2010,Honda,VFR1200F,1,outofreach,20.4,48.0,4.90,1200,,http://www.fuelly.com/driver/outofreach/
2012,Honda,VFR1200F DCT,13,Acbreeze,14,32.9,7.14,1200,,http://www.fuelly.com/driver/Acbreeze/
2010,Honda,VFR1200F DCT,50,Veejayuu,15,35.3,6.67,1200,,http://www.fuelly.com/driver/Veejayuu/
2012,Honda,VFR1200F DCT,10,Mikeadero,15.1,35.5,6.62,1200,,http://www.fuelly.com/driver/Mikeadero/
2010,Honda,VFR1200F DCT,26,lnelson,15.7,36.9,6.37,1200,,http://www.fuelly.com/driver/lnelson/
1987,Honda,VFR700F,8,zPix,14.6,34.3,6.85,700,,http://www.fuelly.com/driver/zPix/
1986,Honda,VFR700F,24,Woody77,17.5,41.2,5.71,700,,http://www.fuelly.com/driver/Woody77/
1990,Honda,VFR750,5,mega1977,10.9,25.6,9.17,750,,http://www.fuelly.com/driver/mega1977/
1993,Honda,VFR750,55,afpierce489,12.1,28.5,8.26,750,,http://www.fuelly.com/driver/afpierce489/
1996,Honda,VFR750,4,fatpat,12.7,29.9,7.87,750,,http://www.fuelly.com/driver/fatpat/
1991,Honda,VFR750,7,tweak740,13.2,31.0,7.58,750,,http://www.fuelly.com/driver/tweak740/
1986,Honda,VFR750,8,sllymander,14.3,33.6,6.99,750,,http://www.fuelly.com/driver/sllymander/
1986,Honda,VFR750,6,blakeobrien,14.4,33.9,6.94,750,,http://www.fuelly.com/driver/blakeobrien/
1993,Honda,VFR750,15,WildChild,14.6,34.3,6.85,750,,http://www.fuelly.com/driver/WildChild/
1996,Honda,VFR750,7,red0513,14.9,35.0,6.71,750,,http://www.fuelly.com/driver/red0513/
1994,Honda,VFR750,197,VFORE,15.3,36.0,6.54,750,,http://www.fuelly.com/driver/VFORE/
1997,Honda,VFR750,8,professore,15.4,36.2,6.49,750,,http://www.fuelly.com/driver/professore/
1995,Honda,VFR750,49,mrmatt,15.4,36.2,6.49,750,,http://www.fuelly.com/driver/mrmatt/
1992,Honda,VFR750,44,IBMcpa.,15.4,36.2,6.49,750,,http://www.fuelly.com/driver/IBMcpa./
1992,Honda,VFR750,67,breesej,15.5,36.5,6.45,750,,http://www.fuelly.com/driver/breesej/
1997,Honda,VFR750,55,jstanwood,15.9,37.4,6.29,750,,http://www.fuelly.com/driver/jstanwood/
1995,Honda,VFR750,32,Rchecks.,16,37.6,6.25,750,,http://www.fuelly.com/driver/Rchecks./
1991,Honda,VFR750,33,old450,16.1,37.9,6.21,750,,http://www.fuelly.com/driver/old450/
1996,Honda,VFR750,38,Valtim,16.6,39.0,6.02,750,,http://www.fuelly.com/driver/Valtim/
1994,Honda,VFR750,300,ILA,16.6,39.0,6.02,750,,http://www.fuelly.com/driver/ILA/
1992,Honda,VFR750,93,OldNewbie,16.6,39.0,6.02,750,,http://www.fuelly.com/driver/OldNewbie/
1991,Honda,VFR750,79,ccole.,16.8,39.5,5.95,750,,http://www.fuelly.com/driver/ccole./
1994,Honda,VFR750,71,elizilla,17,40.0,5.88,750,,http://www.fuelly.com/driver/elizilla/
1996,Honda,VFR750,4,CattUk,17.1,40.2,5.85,750,,http://www.fuelly.com/driver/CattUk/
1995,Honda,VFR750,28,Bryan88,17.1,40.2,5.85,750,,http://www.fuelly.com/driver/Bryan88/
2002,Honda,VFR750,3,boonbear,17.2,40.5,5.81,750,,http://www.fuelly.com/driver/boonbear/
1995,Honda,VFR750,1,VFR,17.2,40.5,5.81,750,,http://www.fuelly.com/driver/VFR/
1988,Honda,VFR750,15,Des,17.8,41.9,5.62,750,,http://www.fuelly.com/driver/Des/
1996,Honda,VFR750,9,wicoho,18,42.3,5.56,750,,http://www.fuelly.com/driver/wicoho/
1987,Honda,VFR750,7,shredder1,18.1,42.6,5.52,750,,http://www.fuelly.com/driver/shredder1/
1996,Honda,VFR750,37,V4,18.3,43.0,5.46,750,,http://www.fuelly.com/driver/V4/
1994,Honda,VFR750,360,RonAl,18.6,43.8,5.38,750,,http://www.fuelly.com/driver/RonAl/
1995,Honda,VFR750,18,noisewater,19,44.7,5.26,750,,http://www.fuelly.com/driver/noisewater/
1994,Honda,VFR750,18,awest,19.1,44.9,5.24,750,,http://www.fuelly.com/driver/awest/
1996,Honda,VFR750,2,Ryanthegreat1,19.6,46.1,5.10,750,,http://www.fuelly.com/driver/Ryanthegreat1/
1997,Honda,VFR750,14,Sparky88,20,47.0,5.00,750,,http://www.fuelly.com/driver/Sparky88/
1992,Honda,VFR750,1,braceyoself777,21.5,50.6,4.65,750,,http://www.fuelly.com/driver/braceyoself777/
1995,Honda,VFR750F,2,Koolkevbo,13,30.6,7.69,750,,http://www.fuelly.com/driver/Koolkevbo/
1994,Honda,VFR750F,5,bmarusiak,14.2,33.4,7.04,750,,http://www.fuelly.com/driver/bmarusiak/
1993,Honda,VFR750F,5,cdarwin,16.6,39.0,6.02,750,,http://www.fuelly.com/driver/cdarwin/
1997,Honda,VFR750F,18,Barrelman,16.7,39.3,5.99,750,,http://www.fuelly.com/driver/Barrelman/
1995,Honda,VFR750F,30,cbkenison,19.5,45.9,5.13,750,,http://www.fuelly.com/driver/cbkenison/
1994,Honda,VFR750F,2,Supermpg,20.6,48.5,4.85,750,,http://www.fuelly.com/driver/Supermpg/
1999,Honda,VFR800 Interceptor,4,cmorris,10,23.5,10.00,800,,http://www.fuelly.com/driver/cmorris/
2003,Honda,VFR800 Interceptor,71,errorval,10.2,24.0,9.80,800,,http://www.fuelly.com/driver/errorval/
2007,Honda,VFR800 Interceptor,26,BeaverBeliever,10.8,25.4,9.26,800,,http://www.fuelly.com/driver/BeaverBeliever/
2000,Honda,VFR800 Interceptor,2,00viffer,11.5,27.1,8.70,800,,http://www.fuelly.com/driver/00viffer/
2002,Honda,VFR800 Interceptor,1,Gerrys02800,11.8,27.8,8.47,800,,http://www.fuelly.com/driver/Gerrys02800/
2003,Honda,VFR800 Interceptor,1,davidonbowen.,12.1,28.5,8.26,800,,http://www.fuelly.com/driver/davidonbowen./
1999,Honda,VFR800 Interceptor,1,Deeds,12.1,28.5,8.26,800,,http://www.fuelly.com/driver/Deeds/
2009,Honda,VFR800 Interceptor,6,NasYVR,12.4,29.2,8.06,800,,http://www.fuelly.com/driver/NasYVR/
1998,Honda,VFR800 Interceptor,21,VFRistu,12.6,29.6,7.94,800,,http://www.fuelly.com/driver/VFRistu/
2007,Honda,VFR800 Interceptor,1,zeocen,12.8,30.1,7.81,800,,http://www.fuelly.com/driver/zeocen/
2002,Honda,VFR800 Interceptor,43,alexTH3man,12.8,30.1,7.81,800,,http://www.fuelly.com/driver/alexTH3man/
2002,Honda,VFR800 Interceptor,17,SilverSnake,12.8,30.1,7.81,800,,http://www.fuelly.com/driver/SilverSnake/
1998,Honda,VFR800 Interceptor,8,evilkinevil.,12.8,30.1,7.81,800,,http://www.fuelly.com/driver/evilkinevil./
2003,Honda,VFR800 Interceptor,19,richieg,13,30.6,7.69,800,,http://www.fuelly.com/driver/richieg/
2003,Honda,VFR800 Interceptor,10,zomb,13.1,30.8,7.63,800,,http://www.fuelly.com/driver/zomb/
2002,Honda,VFR800 Interceptor,1,merlinmaximust,13.2,31.0,7.58,800,,http://www.fuelly.com/driver/merlinmaximust/
2006,Honda,VFR800 Interceptor,124,pedalpoet,13.5,31.8,7.41,800,,http://www.fuelly.com/driver/pedalpoet/
2003,Honda,VFR800 Interceptor,10,tmyoungjr,13.5,31.8,7.41,800,,http://www.fuelly.com/driver/tmyoungjr/
1999,Honda,VFR800 Interceptor,10,GP42,13.5,31.8,7.41,800,,http://www.fuelly.com/driver/GP42/
1998,Honda,VFR800 Interceptor,5,SpookMeister,13.6,32.0,7.35,800,,http://www.fuelly.com/driver/SpookMeister/
2004,Honda,VFR800 Interceptor,10,matty589,13.7,32.2,7.30,800,,http://www.fuelly.com/driver/matty589/
2002,Honda,VFR800 Interceptor,5,astonator,13.7,32.2,7.30,800,,http://www.fuelly.com/driver/astonator/
2002,Honda,VFR800 Interceptor,9,wuboo.,13.7,32.2,7.30,800,,http://www.fuelly.com/driver/wuboo./
2003,Honda,VFR800 Interceptor,1,breeno,13.8,32.5,7.25,800,,http://www.fuelly.com/driver/breeno/
2003,Honda,VFR800 Interceptor,4,millerjb,13.8,32.5,7.25,800,,http://www.fuelly.com/driver/millerjb/
1999,Honda,VFR800 Interceptor,4,iain162,13.9,32.7,7.19,800,,http://www.fuelly.com/driver/iain162/
1999,Honda,VFR800 Interceptor,8,Jatterbox.,13.9,32.7,7.19,800,,http://www.fuelly.com/driver/Jatterbox./
2005,Honda,VFR800 Interceptor,28,dechaoz05,14,32.9,7.14,800,,http://www.fuelly.com/driver/dechaoz05/
2002,Honda,VFR800 Interceptor,2,Plazmawine,14,32.9,7.14,800,,http://www.fuelly.com/driver/Plazmawine/
2002,Honda,VFR800 Interceptor,73,KatanaPaul,14.1,33.2,7.09,800,,http://www.fuelly.com/driver/KatanaPaul/
2006,Honda,VFR800 Interceptor,9,Tommygun10,14.2,33.4,7.04,800,,http://www.fuelly.com/driver/Tommygun10/
2008,Honda,VFR800 Interceptor,28,mrcooms,14.3,33.6,6.99,800,,http://www.fuelly.com/driver/mrcooms/
2007,Honda,VFR800 Interceptor,1,vfr121,14.3,33.6,6.99,800,,http://www.fuelly.com/driver/vfr121/
2007,Honda,VFR800 Interceptor,6,K30,14.4,33.9,6.94,800,,http://www.fuelly.com/driver/K30/
