Year,Make,Model,fuelups,user,KML,MPG,LP100KM,CC,Style,url
2007,Honda,VFR800 Interceptor,16,vfrobert,14.4,33.9,6.94,800,,http://www.fuelly.com/driver/vfrobert/
1998,Honda,VFR800 Interceptor,10,hoss8640,14.4,33.9,6.94,800,,http://www.fuelly.com/driver/hoss8640/
2009,Honda,VFR800 Interceptor,14,Manix48,14.5,34.1,6.90,800,,http://www.fuelly.com/driver/Manix48/
1998,Honda,VFR800 Interceptor,33,MRChickhabit,14.5,34.1,6.90,800,,http://www.fuelly.com/driver/MRChickhabit/
2000,Honda,VFR800 Interceptor,32,blandad,14.6,34.3,6.85,800,,http://www.fuelly.com/driver/blandad/
2007,Honda,VFR800 Interceptor,2,NJAPilot,14.7,34.6,6.80,800,,http://www.fuelly.com/driver/NJAPilot/
2002,Honda,VFR800 Interceptor,32,neilma,14.7,34.6,6.80,800,,http://www.fuelly.com/driver/neilma/
2009,Honda,VFR800 Interceptor,15,Tilduke,14.8,34.8,6.76,800,,http://www.fuelly.com/driver/Tilduke/
2003,Honda,VFR800 Interceptor,1,zmeiaspas.,14.8,34.8,6.76,800,,http://www.fuelly.com/driver/zmeiaspas./
2002,Honda,VFR800 Interceptor,45,RevolteD,14.9,35.0,6.71,800,,http://www.fuelly.com/driver/RevolteD/
2000,Honda,VFR800 Interceptor,71,waspfan,14.9,35.0,6.71,800,,http://www.fuelly.com/driver/waspfan/
2002,Honda,VFR800 Interceptor,6,cliv,15,35.3,6.67,800,,http://www.fuelly.com/driver/cliv/
2009,Honda,VFR800 Interceptor,15,domf,15.1,35.5,6.62,800,,http://www.fuelly.com/driver/domf/
2006,Honda,VFR800 Interceptor,93,BartmanEH,15.1,35.5,6.62,800,,http://www.fuelly.com/driver/BartmanEH/
2002,Honda,VFR800 Interceptor,10,darkwolf9008,15.1,35.5,6.62,800,,http://www.fuelly.com/driver/darkwolf9008/
2002,Honda,VFR800 Interceptor,3,BikerX,15.1,35.5,6.62,800,,http://www.fuelly.com/driver/BikerX/
2007,Honda,VFR800 Interceptor,18,Twisted07VFR,15.2,35.8,6.58,800,,http://www.fuelly.com/driver/Twisted07VFR/
2005,Honda,VFR800 Interceptor,36,rrandombloke,15.2,35.8,6.58,800,,http://www.fuelly.com/driver/rrandombloke/
2004,Honda,VFR800 Interceptor,26,flicker,15.2,35.8,6.58,800,,http://www.fuelly.com/driver/flicker/
2002,Honda,VFR800 Interceptor,1,Africord,15.2,35.8,6.58,800,,http://www.fuelly.com/driver/Africord/
1998,Honda,VFR800 Interceptor,3,RadoTD,15.2,35.8,6.58,800,,http://www.fuelly.com/driver/RadoTD/
2003,Honda,VFR800 Interceptor,137,fidoms,15.4,36.2,6.49,800,,http://www.fuelly.com/driver/fidoms/
2002,Honda,VFR800 Interceptor,14,stunster,15.4,36.2,6.49,800,,http://www.fuelly.com/driver/stunster/
1999,Honda,VFR800 Interceptor,22,rodoherty1,15.4,36.2,6.49,800,,http://www.fuelly.com/driver/rodoherty1/
1998,Honda,VFR800 Interceptor,53,MidTNJasonF,15.4,36.2,6.49,800,,http://www.fuelly.com/driver/MidTNJasonF/
1999,Honda,VFR800 Interceptor,35,tamthebam,15.5,36.5,6.45,800,,http://www.fuelly.com/driver/tamthebam/
2010,Honda,VFR800 Interceptor,47,Tirovache,15.6,36.7,6.41,800,,http://www.fuelly.com/driver/Tirovache/
2005,Honda,VFR800 Interceptor,28,TREV47.,15.6,36.7,6.41,800,,http://www.fuelly.com/driver/TREV47./
2002,Honda,VFR800 Interceptor,29,Junyr,15.6,36.7,6.41,800,,http://www.fuelly.com/driver/Junyr/
2006,Honda,VFR800 Interceptor,70,speedball,15.7,36.9,6.37,800,,http://www.fuelly.com/driver/speedball/
2002,Honda,VFR800 Interceptor,32,ukhank,15.7,36.9,6.37,800,,http://www.fuelly.com/driver/ukhank/
2000,Honda,VFR800 Interceptor,2,Teuchter,15.7,36.9,6.37,800,,http://www.fuelly.com/driver/Teuchter/
2005,Honda,VFR800 Interceptor,2,captin81crash,15.8,37.2,6.33,800,,http://www.fuelly.com/driver/captin81crash/
2004,Honda,VFR800 Interceptor,17,DesignGoggles,15.8,37.2,6.33,800,,http://www.fuelly.com/driver/DesignGoggles/
2003,Honda,VFR800 Interceptor,55,Trinith,15.8,37.2,6.33,800,,http://www.fuelly.com/driver/Trinith/
2002,Honda,VFR800 Interceptor,90,sch68,15.8,37.2,6.33,800,,http://www.fuelly.com/driver/sch68/
2000,Honda,VFR800 Interceptor,24,jrandsu,15.8,37.2,6.33,800,,http://www.fuelly.com/driver/jrandsu/
2008,Honda,VFR800 Interceptor,36,ProZak,15.9,37.4,6.29,800,,http://www.fuelly.com/driver/ProZak/
2007,Honda,VFR800 Interceptor,5,d1a0v1e,15.9,37.4,6.29,800,,http://www.fuelly.com/driver/d1a0v1e/
2004,Honda,VFR800 Interceptor,28,elevation,15.9,37.4,6.29,800,,http://www.fuelly.com/driver/elevation/
2003,Honda,VFR800 Interceptor,6,Snafu.,15.9,37.4,6.29,800,,http://www.fuelly.com/driver/Snafu./
2002,Honda,VFR800 Interceptor,3,WimBo.,15.9,37.4,6.29,800,,http://www.fuelly.com/driver/WimBo./
2000,Honda,VFR800 Interceptor,3,GSJon,15.9,37.4,6.29,800,,http://www.fuelly.com/driver/GSJon/
2000,Honda,VFR800 Interceptor,28,mojax,15.9,37.4,6.29,800,,http://www.fuelly.com/driver/mojax/
2000,Honda,VFR800 Interceptor,5,sensi,15.9,37.4,6.29,800,,http://www.fuelly.com/driver/sensi/
2008,Honda,VFR800 Interceptor,3,Taser,16,37.6,6.25,800,,http://www.fuelly.com/driver/Taser/
2007,Honda,VFR800 Interceptor,15,AP3X,16,37.6,6.25,800,,http://www.fuelly.com/driver/AP3X/
2007,Honda,VFR800 Interceptor,6,NCSTARR.,16,37.6,6.25,800,,http://www.fuelly.com/driver/NCSTARR./
2003,Honda,VFR800 Interceptor,20,Tori,16,37.6,6.25,800,,http://www.fuelly.com/driver/Tori/
1999,Honda,VFR800 Interceptor,21,Bravo12,16,37.6,6.25,800,,http://www.fuelly.com/driver/Bravo12/
2006,Honda,VFR800 Interceptor,40,Mystery16,16.1,37.9,6.21,800,,http://www.fuelly.com/driver/Mystery16/
2004,Honda,VFR800 Interceptor,11,Stucky,16.1,37.9,6.21,800,,http://www.fuelly.com/driver/Stucky/
2001,Honda,VFR800 Interceptor,45,jesvfr,16.1,37.9,6.21,800,,http://www.fuelly.com/driver/jesvfr/
1998,Honda,VFR800 Interceptor,35,Stucky,16.1,37.9,6.21,800,,http://www.fuelly.com/driver/Stucky/
1998,Honda,VFR800 Interceptor,60,Trinith,16.1,37.9,6.21,800,,http://www.fuelly.com/driver/Trinith/
2009,Honda,VFR800 Interceptor,2,Pace,16.2,38.1,6.17,800,,http://www.fuelly.com/driver/Pace/
2007,Honda,VFR800 Interceptor,19,vfrrwb,16.2,38.1,6.17,800,,http://www.fuelly.com/driver/vfrrwb/
2007,Honda,VFR800 Interceptor,55,rjhenry,16.2,38.1,6.17,800,,http://www.fuelly.com/driver/rjhenry/
2004,Honda,VFR800 Interceptor,2,MRBB,16.2,38.1,6.17,800,,http://www.fuelly.com/driver/MRBB/
2003,Honda,VFR800 Interceptor,7,Royal,16.2,38.1,6.17,800,,http://www.fuelly.com/driver/Royal/
2002,Honda,VFR800 Interceptor,6,jinbtown,16.2,38.1,6.17,800,,http://www.fuelly.com/driver/jinbtown/
2002,Honda,VFR800 Interceptor,22,yatzee,16.2,38.1,6.17,800,,http://www.fuelly.com/driver/yatzee/
2001,Honda,VFR800 Interceptor,141,wera803,16.2,38.1,6.17,800,,http://www.fuelly.com/driver/wera803/
1998,Honda,VFR800 Interceptor,15,Knife,16.2,38.1,6.17,800,,http://www.fuelly.com/driver/Knife/
2009,Honda,VFR800 Interceptor,2,bigpd,16.3,38.3,6.13,800,,http://www.fuelly.com/driver/bigpd/
2006,Honda,VFR800 Interceptor,41,Gear7,16.3,38.3,6.13,800,,http://www.fuelly.com/driver/Gear7/
2002,Honda,VFR800 Interceptor,41,frogn8r,16.3,38.3,6.13,800,,http://www.fuelly.com/driver/frogn8r/
2002,Honda,VFR800 Interceptor,8,Mosef41,16.3,38.3,6.13,800,,http://www.fuelly.com/driver/Mosef41/
1998,Honda,VFR800 Interceptor,15,Bren98vfr.,16.3,38.3,6.13,800,,http://www.fuelly.com/driver/Bren98vfr./
2005,Honda,VFR800 Interceptor,15,wattsy,16.4,38.6,6.10,800,,http://www.fuelly.com/driver/wattsy/
1999,Honda,VFR800 Interceptor,5,lomme,16.5,38.8,6.06,800,,http://www.fuelly.com/driver/lomme/
2010,Honda,VFR800 Interceptor,6,LuckyMax,16.5,38.8,6.06,800,,http://www.fuelly.com/driver/LuckyMax/
2007,Honda,VFR800 Interceptor,16,StrmRdr,16.5,38.8,6.06,800,,http://www.fuelly.com/driver/StrmRdr/
2007,Honda,VFR800 Interceptor,8,creggur.,16.5,38.8,6.06,800,,http://www.fuelly.com/driver/creggur./
2003,Honda,VFR800 Interceptor,1,bradwatson,16.5,38.8,6.06,800,,http://www.fuelly.com/driver/bradwatson/
2007,Honda,VFR800 Interceptor,69,shorawitz,16.6,39.0,6.02,800,,http://www.fuelly.com/driver/shorawitz/
2007,Honda,VFR800 Interceptor,6,flasher2001.,16.6,39.0,6.02,800,,http://www.fuelly.com/driver/flasher2001./
2006,Honda,VFR800 Interceptor,6,symbiotix,16.6,39.0,6.02,800,,http://www.fuelly.com/driver/symbiotix/
2004,Honda,VFR800 Interceptor,28,TheGuymons,16.6,39.0,6.02,800,,http://www.fuelly.com/driver/TheGuymons/
2002,Honda,VFR800 Interceptor,58,Toast,16.6,39.0,6.02,800,,http://www.fuelly.com/driver/Toast/
1998,Honda,VFR800 Interceptor,17,ndmeistr,16.6,39.0,6.02,800,,http://www.fuelly.com/driver/ndmeistr/
2002,Honda,VFR800 Interceptor,1,violetsdaddy,16.7,39.3,5.99,800,,http://www.fuelly.com/driver/violetsdaddy/
1999,Honda,VFR800 Interceptor,125,vfrcapn.,16.7,39.3,5.99,800,,http://www.fuelly.com/driver/vfrcapn./
2006,Honda,VFR800 Interceptor,32,Kaldek,16.8,39.5,5.95,800,,http://www.fuelly.com/driver/Kaldek/
2005,Honda,VFR800 Interceptor,109,superfunkomatic,16.8,39.5,5.95,800,,http://www.fuelly.com/driver/superfunkomatic/
2002,Honda,VFR800 Interceptor,8,silentObserver,16.8,39.5,5.95,800,,http://www.fuelly.com/driver/silentObserver/
1998,Honda,VFR800 Interceptor,110,Jakobi,16.8,39.5,5.95,800,,http://www.fuelly.com/driver/Jakobi/
1998,Honda,VFR800 Interceptor,13,Boosh63,16.8,39.5,5.95,800,,http://www.fuelly.com/driver/Boosh63/
1998,Honda,VFR800 Interceptor,15,ronmexico.,16.8,39.5,5.95,800,,http://www.fuelly.com/driver/ronmexico./
2005,Honda,VFR800 Interceptor,13,n1tmtu37,16.9,39.8,5.92,800,,http://www.fuelly.com/driver/n1tmtu37/
2005,Honda,VFR800 Interceptor,10,Daveyboy,16.9,39.8,5.92,800,,http://www.fuelly.com/driver/Daveyboy/
2002,Honda,VFR800 Interceptor,22,lear,16.9,39.8,5.92,800,,http://www.fuelly.com/driver/lear/
1999,Honda,VFR800 Interceptor,22,Kamzilla,16.9,39.8,5.92,800,,http://www.fuelly.com/driver/Kamzilla/
2008,Honda,VFR800 Interceptor,35,2bb1,17,40.0,5.88,800,,http://www.fuelly.com/driver/2bb1/
2007,Honda,VFR800 Interceptor,30,gstanfield,17,40.0,5.88,800,,http://www.fuelly.com/driver/gstanfield/
2006,Honda,VFR800 Interceptor,27,luckypants,17,40.0,5.88,800,,http://www.fuelly.com/driver/luckypants/
1998,Honda,VFR800 Interceptor,23,hammertramp,17,40.0,5.88,800,,http://www.fuelly.com/driver/hammertramp/
2000,Honda,VFR800 Interceptor,19,learnwithmike,17.1,40.2,5.85,800,,http://www.fuelly.com/driver/learnwithmike/
1999,Honda,VFR800 Interceptor,3,Davis5g,17.1,40.2,5.85,800,,http://www.fuelly.com/driver/Davis5g/
2007,Honda,VFR800 Interceptor,13,sme2885,17.2,40.5,5.81,800,,http://www.fuelly.com/driver/sme2885/
2007,Honda,VFR800 Interceptor,4,slyderam,17.2,40.5,5.81,800,,http://www.fuelly.com/driver/slyderam/
2006,Honda,VFR800 Interceptor,30,mcoombs2027,17.2,40.5,5.81,800,,http://www.fuelly.com/driver/mcoombs2027/
2006,Honda,VFR800 Interceptor,3,Frump,17.2,40.5,5.81,800,,http://www.fuelly.com/driver/Frump/
2004,Honda,VFR800 Interceptor,16,BikerSpike,17.2,40.5,5.81,800,,http://www.fuelly.com/driver/BikerSpike/
2002,Honda,VFR800 Interceptor,14,iamthedruman,17.2,40.5,5.81,800,,http://www.fuelly.com/driver/iamthedruman/
1999,Honda,VFR800 Interceptor,2,A4Interceptor,17.2,40.5,5.81,800,,http://www.fuelly.com/driver/A4Interceptor/
1999,Honda,VFR800 Interceptor,165,bradrf,17.2,40.5,5.81,800,,http://www.fuelly.com/driver/bradrf/
1998,Honda,VFR800 Interceptor,14,reg71,17.2,40.5,5.81,800,,http://www.fuelly.com/driver/reg71/
2002,Honda,VFR800 Interceptor,63,RPG405,17.3,40.7,5.78,800,,http://www.fuelly.com/driver/RPG405/
2002,Honda,VFR800 Interceptor,50,SwiftTech,17.3,40.7,5.78,800,,http://www.fuelly.com/driver/SwiftTech/
2002,Honda,VFR800 Interceptor,17,Pacificman,17.3,40.7,5.78,800,,http://www.fuelly.com/driver/Pacificman/
2001,Honda,VFR800 Interceptor,9,PeC,17.3,40.7,5.78,800,,http://www.fuelly.com/driver/PeC/
2009,Honda,VFR800 Interceptor,129,veldthui,17.4,40.9,5.75,800,,http://www.fuelly.com/driver/veldthui/
2007,Honda,VFR800 Interceptor,25,swfcpilot,17.4,40.9,5.75,800,,http://www.fuelly.com/driver/swfcpilot/
2007,Honda,VFR800 Interceptor,91,V4,17.4,40.9,5.75,800,,http://www.fuelly.com/driver/V4/
2005,Honda,VFR800 Interceptor,2,Pivot,17.4,40.9,5.75,800,,http://www.fuelly.com/driver/Pivot/
2004,Honda,VFR800 Interceptor,12,JJones87,17.4,40.9,5.75,800,,http://www.fuelly.com/driver/JJones87/
2007,Honda,VFR800 Interceptor,117,CoryUT,17.5,41.2,5.71,800,,http://www.fuelly.com/driver/CoryUT/
2006,Honda,VFR800 Interceptor,34,subisuz,17.5,41.2,5.71,800,,http://www.fuelly.com/driver/subisuz/
2002,Honda,VFR800 Interceptor,8,michelangelo,17.5,41.2,5.71,800,,http://www.fuelly.com/driver/michelangelo/
2000,Honda,VFR800 Interceptor,33,wheelmanpei,17.5,41.2,5.71,800,,http://www.fuelly.com/driver/wheelmanpei/
2000,Honda,VFR800 Interceptor,49,timmythecop.,17.6,41.4,5.68,800,,http://www.fuelly.com/driver/timmythecop./
2005,Honda,VFR800 Interceptor,3,winaje,17.7,41.6,5.65,800,,http://www.fuelly.com/driver/winaje/
2002,Honda,VFR800 Interceptor,11,Bino,17.7,41.6,5.65,800,,http://www.fuelly.com/driver/Bino/
2000,Honda,VFR800 Interceptor,68,TheNewWazoo,17.7,41.6,5.65,800,,http://www.fuelly.com/driver/TheNewWazoo/
1998,Honda,VFR800 Interceptor,22,JordanA,17.7,41.6,5.65,800,,http://www.fuelly.com/driver/JordanA/
2011,Honda,VFR800 Interceptor,6,mookie,17.8,41.9,5.62,800,,http://www.fuelly.com/driver/mookie/
2005,Honda,VFR800 Interceptor,111,bluespecv03,17.8,41.9,5.62,800,,http://www.fuelly.com/driver/bluespecv03/
2004,Honda,VFR800 Interceptor,22,Garido,17.8,41.9,5.62,800,,http://www.fuelly.com/driver/Garido/
2004,Honda,VFR800 Interceptor,39,jsalty,17.8,41.9,5.62,800,,http://www.fuelly.com/driver/jsalty/
2001,Honda,VFR800 Interceptor,12,fusion2k,17.8,41.9,5.62,800,,http://www.fuelly.com/driver/fusion2k/
1999,Honda,VFR800 Interceptor,162,kperham,17.8,41.9,5.62,800,,http://www.fuelly.com/driver/kperham/
2007,Honda,VFR800 Interceptor,23,revengel,17.9,42.1,5.59,800,,http://www.fuelly.com/driver/revengel/
2002,Honda,VFR800 Interceptor,30,glegge,17.9,42.1,5.59,800,,http://www.fuelly.com/driver/glegge/
1999,Honda,VFR800 Interceptor,10,pfbmgd,17.9,42.1,5.59,800,,http://www.fuelly.com/driver/pfbmgd/
2008,Honda,VFR800 Interceptor,34,F16ViperDriver,18,42.3,5.56,800,,http://www.fuelly.com/driver/F16ViperDriver/
2000,Honda,VFR800 Interceptor,2,stuhFAN,18,42.3,5.56,800,,http://www.fuelly.com/driver/stuhFAN/
1999,Honda,VFR800 Interceptor,14,TheWarrior17,18,42.3,5.56,800,,http://www.fuelly.com/driver/TheWarrior17/
1999,Honda,VFR800 Interceptor,3,motoxo,18,42.3,5.56,800,,http://www.fuelly.com/driver/motoxo/
2007,Honda,VFR800 Interceptor,25,NorthernVFRDave,18.1,42.6,5.52,800,,http://www.fuelly.com/driver/NorthernVFRDave/
2006,Honda,VFR800 Interceptor,24,woobie,18.1,42.6,5.52,800,,http://www.fuelly.com/driver/woobie/
2000,Honda,VFR800 Interceptor,14,dknutt,18.1,42.6,5.52,800,,http://www.fuelly.com/driver/dknutt/
1999,Honda,VFR800 Interceptor,5,F14Scott,18.1,42.6,5.52,800,,http://www.fuelly.com/driver/F14Scott/
2007,Honda,VFR800 Interceptor,65,McLefty617,18.2,42.8,5.49,800,,http://www.fuelly.com/driver/McLefty617/
1998,Honda,VFR800 Interceptor,35,MadScientist.,18.2,42.8,5.49,800,,http://www.fuelly.com/driver/MadScientist./
2007,Honda,VFR800 Interceptor,58,djs2000,18.3,43.0,5.46,800,,http://www.fuelly.com/driver/djs2000/
2002,Honda,VFR800 Interceptor,40,HzE,18.3,43.0,5.46,800,,http://www.fuelly.com/driver/HzE/
2010,Honda,VFR800 Interceptor,3,Fizzer,18.4,43.3,5.43,800,,http://www.fuelly.com/driver/Fizzer/
2004,Honda,VFR800 Interceptor,38,Teats,18.4,43.3,5.43,800,,http://www.fuelly.com/driver/Teats/
2001,Honda,VFR800 Interceptor,2,motormike,18.4,43.3,5.43,800,,http://www.fuelly.com/driver/motormike/
1999,Honda,VFR800 Interceptor,4,vortex7227,18.4,43.3,5.43,800,,http://www.fuelly.com/driver/vortex7227/
1998,Honda,VFR800 Interceptor,102,stoops17,18.4,43.3,5.43,800,,http://www.fuelly.com/driver/stoops17/
1999,Honda,VFR800 Interceptor,20,FieldSanitation,18.5,43.5,5.41,800,,http://www.fuelly.com/driver/FieldSanitation/
2008,Honda,VFR800 Interceptor,24,ilber,18.6,43.8,5.38,800,,http://www.fuelly.com/driver/ilber/
2002,Honda,VFR800 Interceptor,38,thejessman,18.6,43.8,5.38,800,,http://www.fuelly.com/driver/thejessman/
2007,Honda,VFR800 Interceptor,54,patrickofcash,18.7,44.0,5.35,800,,http://www.fuelly.com/driver/patrickofcash/
2004,Honda,VFR800 Interceptor,54,LS2Jester,18.8,44.2,5.32,800,,http://www.fuelly.com/driver/LS2Jester/
2003,Honda,VFR800 Interceptor,106,Mastros2,18.8,44.2,5.32,800,,http://www.fuelly.com/driver/Mastros2/
1999,Honda,VFR800 Interceptor,3,Tuzi,18.8,44.2,5.32,800,,http://www.fuelly.com/driver/Tuzi/
2007,Honda,VFR800 Interceptor,111,dslurp,18.9,44.5,5.29,800,,http://www.fuelly.com/driver/dslurp/
2007,Honda,VFR800 Interceptor,156,CraigW,19,44.7,5.26,800,,http://www.fuelly.com/driver/CraigW/
2007,Honda,VFR800 Interceptor,5,ryeguy02,19,44.7,5.26,800,,http://www.fuelly.com/driver/ryeguy02/
2000,Honda,VFR800 Interceptor,16,BennysY2KVFR.,19,44.7,5.26,800,,http://www.fuelly.com/driver/BennysY2KVFR./
1998,Honda,VFR800 Interceptor,20,keeno67,19,44.7,5.26,800,,http://www.fuelly.com/driver/keeno67/
2009,Honda,VFR800 Interceptor,84,RobEG,19.1,44.9,5.24,800,,http://www.fuelly.com/driver/RobEG/
2001,Honda,VFR800 Interceptor,5,SamJack,19.1,44.9,5.24,800,,http://www.fuelly.com/driver/SamJack/
2008,Honda,VFR800 Interceptor,1,church3611,19.2,45.2,5.21,800,,http://www.fuelly.com/driver/church3611/
2007,Honda,VFR800 Interceptor,122,gpd211,19.2,45.2,5.21,800,,http://www.fuelly.com/driver/gpd211/
2007,Honda,VFR800 Interceptor,113,ssb,19.3,45.4,5.18,800,,http://www.fuelly.com/driver/ssb/
2000,Honda,VFR800 Interceptor,25,cantonescu,19.3,45.4,5.18,800,,http://www.fuelly.com/driver/cantonescu/
2007,Honda,VFR800 Interceptor,18,WilburMudd,19.4,45.6,5.15,800,,http://www.fuelly.com/driver/WilburMudd/
2003,Honda,VFR800 Interceptor,49,brock915,19.4,45.6,5.15,800,,http://www.fuelly.com/driver/brock915/
2000,Honda,VFR800 Interceptor,6,leepy,19.4,45.6,5.15,800,,http://www.fuelly.com/driver/leepy/
2003,Honda,VFR800 Interceptor,74,VFRWhisp,19.5,45.9,5.13,800,,http://www.fuelly.com/driver/VFRWhisp/
2007,Honda,VFR800 Interceptor,21,apexlvr,19.7,46.3,5.08,800,,http://www.fuelly.com/driver/apexlvr/
2006,Honda,VFR800 Interceptor,55,swimmer,19.7,46.3,5.08,800,,http://www.fuelly.com/driver/swimmer/
2000,Honda,VFR800 Interceptor,39,Yellowfuzz.,19.8,46.6,5.05,800,,http://www.fuelly.com/driver/Yellowfuzz./
1998,Honda,VFR800 Interceptor,32,merc3065,19.8,46.6,5.05,800,,http://www.fuelly.com/driver/merc3065/
1999,Honda,VFR800 Interceptor,20,dabirk23,19.9,46.8,5.03,800,,http://www.fuelly.com/driver/dabirk23/
1998,Honda,VFR800 Interceptor,4,gujutras,19.9,46.8,5.03,800,,http://www.fuelly.com/driver/gujutras/
2006,Honda,VFR800 Interceptor,16,heydewd.,20,47.0,5.00,800,,http://www.fuelly.com/driver/heydewd./
2005,Honda,VFR800 Interceptor,170,fatshoutybloke,20,47.0,5.00,800,,http://www.fuelly.com/driver/fatshoutybloke/
2002,Honda,VFR800 Interceptor,10,matndahat,20,47.0,5.00,800,,http://www.fuelly.com/driver/matndahat/
1998,Honda,VFR800 Interceptor,3,Yoder648,20,47.0,5.00,800,,http://www.fuelly.com/driver/Yoder648/
2000,Honda,VFR800 Interceptor,12,shade69,20.2,47.5,4.95,800,,http://www.fuelly.com/driver/shade69/
1999,Honda,VFR800 Interceptor,2,poseydon,20.2,47.5,4.95,800,,http://www.fuelly.com/driver/poseydon/
2007,Honda,VFR800 Interceptor,31,Shiftmanian,20.3,47.7,4.93,800,,http://www.fuelly.com/driver/Shiftmanian/
2000,Honda,VFR800 Interceptor,4,jcargal,20.5,48.2,4.88,800,,http://www.fuelly.com/driver/jcargal/
2002,Honda,VFR800 Interceptor,5,Merlinq2,20.6,48.5,4.85,800,,http://www.fuelly.com/driver/Merlinq2/
1999,Honda,VFR800 Interceptor,256,fatshoutybloke,20.6,48.5,4.85,800,,http://www.fuelly.com/driver/fatshoutybloke/
1999,Honda,VFR800 Interceptor,1,Billsmd,20.8,48.9,4.81,800,,http://www.fuelly.com/driver/Billsmd/
2008,Honda,VFR800 Interceptor,1,massanutten,22.3,52.5,4.48,800,,http://www.fuelly.com/driver/massanutten/
2002,Honda,VFR800 Interceptor,3,aliw,22.6,53.2,4.42,800,,http://www.fuelly.com/driver/aliw/
2007,Honda,VFR800 Interceptor,8,rescue13.,23.2,54.6,4.31,800,,http://www.fuelly.com/driver/rescue13./
2007,Honda,VFR800 Interceptor,9,rescue13.,23.3,54.8,4.29,800,,http://www.fuelly.com/driver/rescue13./
2005,Honda,VFR800 Interceptor,8,wrestlatl2,24.6,57.9,4.07,800,,http://www.fuelly.com/driver/wrestlatl2/
1998,Honda,VFR800 Interceptor,2,ismjj039,25.7,60.5,3.89,800,,http://www.fuelly.com/driver/ismjj039/
2001,Honda,VFR800X,8,jesvfr,13.4,31.5,7.46,800,,http://www.fuelly.com/driver/jesvfr/
2011,Honda,VFR800X,8,Riza,14.1,33.2,7.09,800,,http://www.fuelly.com/driver/Riza/
2011,Honda,VFR800X,14,spenze,16.1,37.9,6.21,800,,http://www.fuelly.com/driver/spenze/
2012,Honda,Vison 110,16,crypto,32.1,75.5,3.12,110,,http://www.fuelly.com/driver/crypto/
2012,Honda,Vison 110,6,RicardoNoronha,33.9,79.7,2.95,110,,http://www.fuelly.com/driver/RicardoNoronha/
2011,Honda,Vison 110,4,vision,35.7,84.0,2.80,110,,http://www.fuelly.com/driver/vision/
2011,Honda,Vison 110,10,lumimora,36.1,84.9,2.77,110,,http://www.fuelly.com/driver/lumimora/
2011,Honda,Vison 110,22,pandakongfu,37.7,88.7,2.65,110,,http://www.fuelly.com/driver/pandakongfu/
2012,Honda,Vison 110,1,francescopier,37.8,88.9,2.65,110,,http://www.fuelly.com/driver/francescopier/
2012,Honda,Vison 110,5,hamtalbot,38.8,91.3,2.58,110,,http://www.fuelly.com/driver/hamtalbot/
2012,Honda,Vison 110,37,coussier,39.3,92.4,2.54,110,,http://www.fuelly.com/driver/coussier/
2011,Honda,Vison 110,8,jarule71,39.4,92.7,2.54,110,,http://www.fuelly.com/driver/jarule71/
2012,Honda,Vison 110,67,ian885,41.3,97.1,2.42,110,,http://www.fuelly.com/driver/ian885/
2012,Honda,Vison 110,1,gcarnaz,47.8,112.4,2.09,110,,http://www.fuelly.com/driver/gcarnaz/
1994,Honda,VT1100,18,jbomb831,13.3,31.3,7.52,1100,,http://www.fuelly.com/driver/jbomb831/
2001,Honda,VT1100,3,udecidetoday.,15.5,36.5,6.45,1100,,http://www.fuelly.com/driver/udecidetoday./
1993,Honda,VT1100,4,security6,15.7,36.9,6.37,1100,,http://www.fuelly.com/driver/security6/
1999,Honda,VT1100,30,michiganskibum,17.2,40.5,5.81,1100,,http://www.fuelly.com/driver/michiganskibum/
1998,Honda,VT1100,6,schabj3,17.6,41.4,5.68,1100,,http://www.fuelly.com/driver/schabj3/
2005,Honda,VT1100,4,HomlessHobbit,18.1,42.6,5.52,1100,,http://www.fuelly.com/driver/HomlessHobbit/
1998,Honda,VT1100,4,wanderlusted,18.2,42.8,5.49,1100,,http://www.fuelly.com/driver/wanderlusted/
1988,Honda,VT1100,2,LorenWayne,18.2,42.8,5.49,1100,,http://www.fuelly.com/driver/LorenWayne/
2006,Honda,VT1100,29,bsm0f0,20,47.0,5.00,1100,,http://www.fuelly.com/driver/bsm0f0/
2004,Honda,VT1100,5,Shag,20.3,47.7,4.93,1100,,http://www.fuelly.com/driver/Shag/
1995,Honda,VT1100T,29,mitch8628,16.1,37.9,6.21,1100,,http://www.fuelly.com/driver/mitch8628/
1998,Honda,VT1100T,2,nicmert,16.7,39.3,5.99,1100,,http://www.fuelly.com/driver/nicmert/
1998,Honda,VT1100T,1,Joemag54,17.1,40.2,5.85,1100,,http://www.fuelly.com/driver/Joemag54/
1998,Honda,VT1100T,9,Brasidus,17.1,40.2,5.85,1100,,http://www.fuelly.com/driver/Brasidus/
