Year,Make,Model,fuelups,user,KML,kms,CC,Style,url
2009,Yamaha,FZ6R,31,Marthy,19.4,601.4,600,Sport,
2003,Yamaha,FZS600,25,lizzieg,19.4,485,600,,
1999,Yamaha,FZS600,26,KeithJEB,19.4,504.4,600,,
1998,Yamaha,FZS600,111,fazerider,19.4,2153.4,600,,
2007,Yamaha,TDM 900,11,quicknotfast,19.4,213.4,900,,
2005,Yamaha,VStar 650 Classic,5,skullsprocket,19.4,97,650,,
1983,Yamaha,XT550,19,Liftrat,19.4,368.6,550,,
2007,BMW,F800S,80,Teep,19.3,1544,800,,
2001,BMW,R1150R,19,eltapeovic,19.3,366.7,1150,,
2007,BMW,R1200GS,28,buffalojump,19.3,540.4,1200,,
2007,BMW,R1200S,67,AZJ,19.3,1293.1,1200,,
2005,BMW,R1200ST,24,dstutz,19.3,463.2,1200,,
2007,Buell,XB12Ss,6,tamadx,19.3,115.8,1200,,
2008,Harley-Davidson,FLHR,33,SweetTT,19.3,636.9,,,
2007,Harley-Davidson,FLHRS,58,ibpitty,19.3,1119.4,,,
2007,Harley-Davidson,Sportster XL1200 Custom,37,Ports,19.3,714.1,1200,,
2005,Honda,919,1,holeysocks,19.3,19.3,919,,http://www.fuelly.com/driver/holeysocks/919
2008,Honda,CB400,136,ResmeN,19.3,2624.8,400,,
1998,Honda,CB500,64,eudy,19.3,1235.2,500,,
2007,Honda,CB600F,45,svenzik,19.3,868.5,600,,
1981,Honda,CB750K,19,drummingpariah,19.3,366.7,750,,
2004,Honda,CBF500,9,imricardo,19.3,173.7,500,,
2005,Honda,CBF600,1,jpcarregosa,19.3,19.3,600,,
2001,Honda,CBR 600 F4i,14,iHustle,19.3,270.2,600,,
1999,Honda,CBR600 F4,16,plunkster,19.3,308.8,600,,
1999,Honda,CBR600 F4,2,rynadrk.,19.3,38.6,600,,
2010,Honda,CBR600 RR,2,kevbrad,19.3,38.6,600,,
2011,Honda,crossrunner,5,zezas,19.3,96.5,,,
1989,Honda,Hawk GT,11,jauricchio,19.3,212.3,,,
2001,Honda,Magna,42,phlygirl86,19.3,810.6,,,
2005,Honda,NT650 Deauville,12,dvken,19.3,231.6,650,,
2002,Honda,NT650 Deauville,11,flyfisher,19.3,212.3,650,,
1998,Honda,NT650 Deauville,47,dirtyshirt,19.3,907.1,650,,
1989,Honda,PC800 Pacific Coast,3,ride4ron,19.3,57.9,800,,
2005,Honda,Silver Wing,7,vt500ft,19.3,135.1,,,
2000,Honda,ST1100,17,Ragnar,19.3,328.1,1100,,
2007,Honda,VFR800 Interceptor,113,ssb,19.3,2180.9,800,,
2000,Honda,VFR800 Interceptor,25,cantonescu,19.3,482.5,800,,
1986,Honda,VT500C,19,Calm,19.3,366.7,500,,
2002,Honda,XRV750,20,markvb,19.3,386,750,,
1990,Kawasaki,Concours ZG1000,4,co11ins,19.3,77.2,1000,,
2002,Kawasaki,ER-5,23,goto10,19.3,443.9,,,
2011,Kawasaki,EX250,12,ddrmanxbxfr,19.3,231.6,250,,
2009,Kawasaki,EX500,1,mat88,19.3,19.3,500,,
1999,Kawasaki,EX500,25,TheBrow,19.3,482.5,500,,
1988,Kawasaki,GPZ600R,12,chrisspe,19.3,231.6,600,,
2010,Kawasaki,KLE 650 Versys,13,Skiboy,19.3,250.9,650,,
2005,Kawasaki,KLE500,15,djpreston,19.3,289.5,500,,
1991,Kawasaki,KLR 650,6,brims,19.3,115.8,650,,
2011,Kawasaki,Ninja 1000,7,slrn.,19.3,135.1,1000,,
2012,Kawasaki,Ninja 250R,6,NavalOrange,19.3,115.8,250,,
2011,Kawasaki,Ninja 250R,6,jczy9298,19.3,115.8,250,,
2010,Kawasaki,Ninja 250R,3,erichk,19.3,57.9,250,,
2010,Kawasaki,Ninja 250R,9,jeffschaub,19.3,173.7,250,,
2009,Kawasaki,Ninja 250R,2,stuhFAN,19.3,38.6,250,,
2009,Kawasaki,Ninja 650R,4,Ayu,19.3,77.2,650,,
2007,Kawasaki,Ninja 650R,26,bryanpthomson,19.3,501.8,650,,
2007,Kawasaki,Ninja 650R,8,CraigM,19.3,154.4,650,,
2006,Kawasaki,Ninja 650R,8,highway91l,19.3,154.4,650,,
2011,Kawasaki,Versys,88,jagrugger,19.3,1698.4,,,
2009,Kawasaki,Vulcan,4,ryansewell.,19.3,77.2,,,
2007,Kawasaki,Vulcan 500,18,sonico,19.3,347.4,500,,
1998,Kawasaki,Vulcan 800 Classic VN800B,28,sneakypete,19.3,540.4,800,,
2007,Kawasaki,Vulcan 900 Classic LT,44,Whacker,19.3,849.2,900,,
2008,Kawasaki,ZZR600,37,Tommybdragon,19.3,714.1,600,,
2006,Kawasaki,ZZR600,19,ComradeYeti,19.3,366.7,600,,
2009,Piaggio,MP3 500,75,trirol1,19.3,1447.5,500,,
2008,Piaggio,MP3 500,19,skotrider.,19.3,366.7,500,,
2007,Suzuki,C50,6,Amsterdamm,19.3,115.8,50,,
2005,Suzuki,C50,6,SpeedKnight,19.3,115.8,50,,
2006,Suzuki,C50T,10,lucky7s,19.3,193,50,,
2007,Suzuki,DL650,6,dualsportdave,19.3,115.8,650,,
2007,Suzuki,DL650,11,jstrom,19.3,212.3,650,,
2006,Suzuki,DL650,38,nelmo,19.3,733.4,650,,
2003,Suzuki,GS500E,7,alexjar,19.3,135.1,500,,
2002,Suzuki,GS500E,7,smeetony1,19.3,135.1,500,,
1999,Suzuki,GS500E,9,socialDK.,19.3,173.7,500,,
1996,Suzuki,GS500E,9,shawnw,19.3,173.7,500,,
2004,Suzuki,GS500F,1,ed12345,19.3,19.3,500,,
1981,Suzuki,GSX250E,11,moike78,19.3,212.3,250,,
2004,Suzuki,SV650,2,hank2012,19.3,38.6,650,,
2003,Suzuki,SV650,19,merlot2k1,19.3,366.7,650,,
2003,Suzuki,SV650,12,McIrishJihad,19.3,231.6,650,,
2002,Suzuki,SV650,6,ydant.,19.3,115.8,650,,
1999,Suzuki,SV650,3,jmaxham.,19.3,57.9,650,,
2004,Suzuki,SV650S,23,xxaaqq,19.3,443.9,650,,
2002,Suzuki,SV650S,2,CaptainDeano,19.3,38.6,650,,
2006,Suzuki,VS800 Intruder,21,bvbellomo,19.3,405.3,800,,
2012,Triumph,Daytona 675,13,moofy,19.3,250.9,675,,
1999,Triumph,Sprint ST,12,caml224,19.3,231.6,,,
2008,Triumph,Tiger,173,2008Tiger,19.3,3338.9,,,
2011,Triumph,Tiger T800,33,Percy70,19.3,636.9,800,,
2008,Vespa,LXV 150,20,DutchIV,19.3,386,150,,
2009,Yamaha,FJR1300,96,djacobsen5116.,19.3,1852.8,1300,,
2004,Yamaha,FJR1300,18,BroncoBreva,19.3,347.4,1300,,
2003,Yamaha,FZ1,20,nb9001,19.3,386,998,Street,
2008,Yamaha,FZ6,3,bem,19.3,57.9,600,Sport Touring,
2007,Yamaha,FZ6,136,Chemiker,19.3,2624.8,600,Sport Touring,
2007,Yamaha,FZ6,1,rfdonnelly,19.3,19.3,600,Sport Touring,
2012,Yamaha,FZ6R,19,Silver02TDI,19.3,366.7,600,Sport,
2009,Yamaha,FZ6R,2,FZ6Rzer0,19.3,38.6,600,Sport,
1986,Yamaha,FZR400,9,Blurredman,19.3,173.7,400,,
1999,Yamaha,R1,3,Soty,19.3,57.9,,,
2002,Yamaha,TDM 900,37,infestdead,19.3,714.1,900,,
1987,Yamaha,XT600,30,svakak,19.3,579,600,,
2010,Yamaha,XT660X,11,geoffdl99bt,19.3,212.3,660,,
2009,Yamaha,XT660Z Tenere,62,sirk,19.3,1196.6,660,,
2009,Yamaha,XT660Z Tenere,2,fac191,19.3,38.6,660,,
2007,Yamaha,XVS1300,35,Roadwart,19.3,675.5,1300,,
2008,Yamaha,XVS650,55,chemical9,19.3,1061.5,650,,
2003,Yamaha,YZF-R1,2,turbokris,19.3,38.6,,,
1997,Yamaha,YZF600R,1,figbat,19.3,19.3,600,,
2007,Aprilia,Tuono,10,07Aprilia,19.2,192,,,
2011,BMW,F800GS,46,luv2ride,19.2,883.2,800,,
2007,BMW,F800S,109,johnM,19.2,2092.8,800,,
2000,BMW,K1200LT,8,Tooltime66,19.2,153.6,1200,,
1992,BMW,K75,41,Wolfgang6,19.2,787.2,740,,
2006,BMW,R1200GS,29,motorcyclist,19.2,556.8,1200,,
2005,Buell,Blast,82,brycepelletier,19.2,1574.4,500,Street,
2007,Buell,XB9SX,9,yachius,19.2,172.8,,,
2003,Ducati,Monster 620,14,Takuhigh,19.2,268.8,620,,
2013,Ducati,Monster 696,3,GTV300,19.2,57.6,696,,
2006,Ducati,Monster S2R 800,2,urbs76,19.2,38.4,800,,
2008,Harley-Davidson,FLTR,30,oldrt,19.2,576,,,
2011,Harley-Davidson,FXDWG,4,Scissors,19.2,76.8,,,
2005,Harley-Davidson,FXST,4,twa0237,19.2,76.8,,,
2006,Harley-Davidson,XL 883,14,Lightning44,19.2,268.8,883,,
2006,Harley-Davidson,XL883R,20,boke,19.2,384,883,,
2003,Honda,CB750,13,03Nighthawk,19.2,249.6,750,,
2008,Honda,CBF600 S,25,Skuben,19.2,480,600,,
2005,Honda,CBF600 S,15,delirius,19.2,288,600,,
1993,Honda,CBR1000F,3,montanamatt,19.2,57.6,1000,,
1987,Honda,CBR600F Hurricane,4,sunrockit,19.2,76.8,600,,
1998,Honda,CBR600F-Y,9,flippa1971,19.2,172.8,600,,
2005,Honda,CBR600RR,28,clemtiger1084,19.2,537.6,600,,
2004,Honda,NT650 Deauville,94,stibbs,19.2,1804.8,650,,
1999,Honda,Shadow 750,2,shellylist,19.2,38.4,750,,
2008,Honda,Silver Wing &bull; Gas,9,Bert.,19.2,172.8,,,
2005,Honda,ST1300,5,pozo,19.2,96,1300,,
2008,Honda,VFR800 Interceptor,1,church3611,19.2,19.2,800,,
2007,Honda,VFR800 Interceptor,122,gpd211,19.2,2342.4,800,,
2012,Honda,XL700V Transalp,7,mickb,19.2,134.4,700,,
1995,Honda,XR600R,11,duxrneet,19.2,211.2,600,,
2006,Kawasaki,KLE500,8,AgentK,19.2,153.6,500,,
2012,Kawasaki,Ninja 250R,6,KawiTrav,19.2,115.2,250,,
2010,Kawasaki,Ninja 250R,25,Armo55,19.2,480,250,,
2013,Kawasaki,Ninja 650R,8,torchie,19.2,153.6,650,,
2006,Kawasaki,Ninja 650R,4,MyTagg,19.2,76.8,650,,
2011,Kawasaki,Versys,14,MarkPMB,19.2,268.8,,,
2007,Kawasaki,Versys,23,SlasherFFF,19.2,441.6,,,
2001,Kawasaki,ZR-7,8,wraithscrono,19.2,153.6,,,
1999,Kawasaki,ZRX 1100,35,Miliceman,19.2,672,1100,,
2000,Kawasaki,ZX-6R,13,Rollingskies,19.2,249.6,,,
2002,Kawasaki,ZZR1200,12,ZZRider,19.2,230.4,1200,,
2009,Piaggio,MP3 250,4,xarrismark.,19.2,76.8,250,,
2011,Piaggio,MP3 LT 400,12,jvrl,19.2,230.4,400,,
2010,Piaggio,MP3 LT 400,3,400LT77,19.2,57.6,400,,
2001,Suzuki,Bandit 600,43,fiershrimp,19.2,825.6,600,,
2006,Suzuki,C50T,52,azglocker,19.2,998.4,50,,
2007,Suzuki,DL650,8,cyberon,19.2,153.6,650,,
2007,Suzuki,DR650,18,GillaFunk,19.2,345.6,650,,
2011,Suzuki,GSF Bandit 650,23,dexcz,19.2,441.6,650,,
2009,Suzuki,GSF Bandit 650,11,josepepe130,19.2,211.2,650,,
2008,Suzuki,GSX-650F,65,GixIf,19.2,1248,650,,
1999,Suzuki,GSX750ES,13,mjbentoc,19.2,249.6,750,,
2005,Suzuki,M50,3,Slickyd,19.2,57.6,50,,
2008,Suzuki,S40 Boulevard,6,stewmills,19.2,115.2,655,,
2007,Suzuki,S40 Boulevard,14,SS,19.2,268.8,655,,
1988,Suzuki,Savage LS650,8,ttamm,19.2,153.6,650,,
2002,Suzuki,SV650,5,b02SV650,19.2,96,650,,
2005,Suzuki,SV650S,112,steveg,19.2,2150.4,650,,
2004,Suzuki,SV650S,13,jchu1988,19.2,249.6,650,,
2001,Suzuki,SV650S,131,BanditPDX,19.2,2515.2,650,,
2008,SYM,GTS EVO,1,MIX,19.2,19.2,,,
2005,Triumph,Bonneville America,33,Mallard,19.2,633.6,,,
2002,Triumph,Sprint ST,31,WildRover,19.2,595.2,,,
2008,Yamaha,Fazer 600,18,MentalBlock,19.2,345.6,600,,
2011,Yamaha,fz16,1,jlx4623,19.2,19.2,153,,
2008,Yamaha,FZ6,49,terrdry,19.2,940.8,600,Sport Touring,
2008,Yamaha,FZ6,3,OldDavidB,19.2,57.6,600,Sport Touring,
2005,Yamaha,FZ6,13,smashingparadigms,19.2,249.6,600,Sport Touring,
2003,Yamaha,FZ600,2,arabsandals,19.2,38.4,600,,
2010,Yamaha,FZ6R,50,blkbrd,19.2,960,600,Sport,
2009,Yamaha,FZ6R,4,leprecaunjon,19.2,76.8,600,Sport,
2004,Yamaha,R6,27,mk4dubbin,19.2,518.4,,,
2006,Yamaha,Star Stratoliner,124,fugalaya,19.2,2380.8,,,
2012,Yamaha,Super Tenere 1200 Z,30,Motor301,19.2,576,1200,,
2004,Yamaha,TDM 900,4,snowr0,19.2,76.8,900,,
2005,Yamaha,XVS650,18,yvs650,19.2,345.6,650,,
1998,Yamaha,YZF600R,10,baz1102,19.2,192,600,,
2011,BMW,F800ST,87,heckoch,19.1,1661.7,800,,
2005,BMW,R1100s,4,tubular,19.1,76.4,1100,,
1999,BMW,R1100s,104,coconutmilk,19.1,1986.4,1100,,
2004,BMW,R1150GS,28,Picinisco,19.1,534.8,1150,,
2010,BMW,R1200GSA,9,hubonst,19.1,171.9,1200,,
2007,BMW,R1200GSA,18,PeteD,19.1,343.8,1200,,
2008,BMW,R1200R,132,spoonyfork,19.1,2521.2,1200,,
2011,BMW,R1200RT,24,DoctorJ,19.1,458.4,1200,,
2006,Buell,XB12Ss,7,Travis0001,19.1,133.7,1200,,
2011,Ducati,Hypermotard,119,Pinoybear,19.1,2272.9,,,
2012,Ducati,Monster 796,2,keybuk,19.1,38.2,796,,
2011,Ducati,Monster 796,21,ashl,19.1,401.1,796,,
2007,Gilera,Fuoco 500ie,75,stuka78,19.1,1432.5,500,,
2003,Harley-Davidson,Dyna Lowrider FXDL,13,dandiego69,19.1,248.3,,,
2009,Harley-Davidson,FXDB,9,desmoderek,19.1,171.9,,,
2009,Harley-Davidson,FXDC Dyna Super Glide Custom,16,jkab,19.1,305.6,,,
2001,Harley-Davidson,FXDX,6,mischievousMk6,19.1,114.6,,,
1985,Harley-Davidson,Sportster 1000,2,Hiegear,19.1,38.2,1000,,
2003,Honda,919,4,Helghan,19.1,76.4,919,,http://www.fuelly.com/driver/Helghan/919
2010,Honda,CBF1000FA,1,micraman,19.1,19.1,1000,,
2000,Honda,CBR600 F4,3,tpvaughn3,19.1,57.3,600,,
2000,Honda,CBR600 F4,10,Apex25,19.1,191,600,,
2010,Honda,CBR600RR,22,mpuroll,19.1,420.2,600,,
2009,Honda,CBR600RR,33,ltguide,19.1,630.3,600,,
1973,Honda,CL350,9,cartfreak,19.1,171.9,350,,
1980,Honda,CX 500 Custom,65,fonque,19.1,1241.5,500,,
2002,Honda,GL1800,17,leanburnin,19.1,324.7,1800,,
2011,Honda,Hornet 599 CB600F,1,Forde,19.1,19.1,599,,
2003,Honda,NT650 Deauville,24,GSV680,19.1,458.4,650,,
2003,Honda,NT650 Deauville,98,flippa1971,19.1,1871.8,650,,
2006,Honda,NT700V Deauville,11,jonnysemtex,19.1,210.1,700,,
2001,Honda,Shadow 750,24,rbabiak,19.1,458.4,750,,
2004,Honda,Silverwing FSC600D,1,littlejohn,19.1,19.1,,,
1994,Honda,VFR750,18,awest,19.1,343.8,750,,
2009,Honda,VFR800 Interceptor,84,RobEG,19.1,1604.4,800,,
2001,Honda,VFR800 Interceptor,5,SamJack,19.1,95.5,800,,
2008,Honda,XL700V Transalp,13,kakou,19.1,248.3,700,,
1999,Kawasaki,Concours ZG1000,16,Mortech,19.1,305.6,1000,,
1994,Kawasaki,Concours ZG1000,1,BeerKnurd,19.1,19.1,1000,,
2011,Kawasaki,ER-6f,47,marclaubscher,19.1,897.7,,,
2011,Kawasaki,ER-6f,65,mjn51,19.1,1241.5,,,
2010,Kawasaki,EX250,18,NinjaRider,19.1,343.8,250,,
2008,Kawasaki,EX500,1,earthattire.,19.1,19.1,500,,
1991,Kawasaki,EX500,8,ShoNuff36,19.1,152.8,500,,
1994,Kawasaki,GPZ500,4,danmckenz,19.1,76.4,500,,
2011,Kawasaki,KLE 650 Versys,7,dangeroushamster,19.1,133.7,650,,
2009,Kawasaki,KLE 650 Versys,6,tommyt37,19.1,114.6,650,,
2005,Kawasaki,KLR 650,5,Highlanderrrr,19.1,95.5,650,,
1982,Kawasaki,KZ750E3 Quad,4,Genisis,19.1,76.4,750,,
2008,Kawasaki,Ninja 250R,2,yuareloved,19.1,38.2,250,,
2007,Kawasaki,Ninja 650R,6,FatTony,19.1,114.6,650,,
2010,Kawasaki,Versys,131,Daedalus62,19.1,2502.1,,,
2009,Kawasaki,Versys,41,McBennus,19.1,783.1,,,
2008,Kawasaki,Versys,29,jderieuw,19.1,553.9,,,
2008,Kawasaki,Versys,105,basby,19.1,2005.5,,,
2009,Kawasaki,Vulcan 900 Custom,12,GixIf,19.1,229.2,900,,
2012,Kawasaki,W800,24,Roble,19.1,458.4,800,,
2002,Kawasaki,ZX-6R,15,keyzmatron,19.1,286.5,,,
1999,Kawasaki,ZX-6R,6,jakeroswell,19.1,114.6,,,
2005,Suzuki,DL1000,93,kayaker19,19.1,1776.3,1000,,
2009,Suzuki,DL650,31,Zeprider,19.1,592.1,650,,
2006,Suzuki,DL650,113,mrdiver,19.1,2158.3,650,,
2004,Suzuki,DL650,3,HappyPuppy,19.1,57.3,650,,
2008,Suzuki,GS500F,9,Boo1,19.1,171.9,500,,
2004,Suzuki,GS500F,10,Smokebombb,19.1,191,500,,
1999,Suzuki,GSF Bandit 600,7,nightfall,19.1,133.7,600,,
2007,Suzuki,GSXR 600,203,ashfoot,19.1,3877.3,600,,
1988,Suzuki,Katana 600,13,Dumsnabb,19.1,248.3,600,,
2006,Suzuki,S40 Boulevard,2,emruss,19.1,38.2,655,,
2006,Suzuki,SV650S,27,tsibryan.,19.1,515.7,650,,
2004,Suzuki,SV650S,17,takashi11,19.1,324.7,650,,
2004,Suzuki,SV650S,2,yaleman,19.1,38.2,650,,
2002,Suzuki,SV650S,20,markc123,19.1,382,650,,
1999,Suzuki,SV650S,11,greasepencil,19.1,210.1,650,,
2004,Suzuki,VL800,1,forneyia,19.1,19.1,800,,
2011,Suzuki,VStrom DL650,61,Renato,19.1,1165.1,650,,
2010,Suzuki,VStrom DL650,22,neltek,19.1,420.2,650,,
2009,Triumph,Bonneville,32,TheBigMaroon.,19.1,611.2,,,
2006,Triumph,Speedmaster,14,tylercoffin,19.1,267.4,,,
2009,Triumph,Street Triple,6,Lustv11,19.1,114.6,,,
2009,Triumph,Thunderbird,71,Stockwell,19.1,1356.1,,,
2012,Triumph,Tiger T800,15,redbean25,19.1,286.5,800,,
2011,Triumph,Tiger T800,57,Hermes1950,19.1,1088.7,800,,
1999,Vespa,ET2,3,bstark,19.1,57.3,,,
2002,Vespa,PX200,4,iamahome.,19.1,76.4,200,,
2006,Yamaha,FJR1300,43,poorboymeyer,19.1,821.3,1300,,
1994,Yamaha,FRZ600R,42,timmah,19.1,802.2,600,,
2009,Yamaha,FZ6,84,GuitarMan,19.1,1604.4,600,Sport Touring,
2004,Yamaha,FZ6,6,agent3012,19.1,114.6,600,Sport Touring,
2010,Yamaha,FZ6R,5,Tman84,19.1,95.5,600,Sport,
2002,Yamaha,R6,10,CWanner,19.1,191,,,
2000,Yamaha,R6,3,tykholol,19.1,57.3,,,
2007,Yamaha,TDM 900,3,Capers1962,19.1,57.3,900,,
2011,Yamaha,TMax,57,DougMcL,19.1,1088.7,,,
1984,Yamaha,Virago XV750,2,phoenix23,19.1,38.2,750,,
2003,Yamaha,XT600e,19,JensEskildsen,19.1,362.9,600,,
2012,Yamaha,XT660Z Tenere,5,Gotlieb,19.1,95.5,660,,
2002,BMW,F650 GS Dakar,8,wvb,19,152,650,,
1992,BMW,K75,6,aberglund,19,114,740,,
1991,BMW,R100GS,28,FrugalFueler,19,532,1000,,
2011,BMW,R1200GSA,7,Hodor73,19,133,1200,,
2007,Buell,XB12S,17,wicoho,19,323,1200,,
2006,Buell,XB12X Ulysses,147,motoscoot,19,2793,1200,,
2007,Ducati,S2R 1000,4,aduck,19,76,1000,,
2007,Harley-Davidson,Dyna Lowrider FXDL,4,phyrmn9o2,19,76,,,
2004,Harley-Davidson,FLHRCI Road King Classic,4,StrifeTDI,19,76,,,
2011,Harley-Davidson,FLTR,9,BlackBetty11,19,171,,,
2009,Harley-Davidson,Street Glide FLHX,21,timbo61,19,399,,,
2008,Harley-Davidson,Ultra,48,RexBuck.,19,912,,,
2009,Honda,CB400,73,Hoski,19,1387,400,,
1986,Honda,CBR400R,33,sethhershey,19,627,400,,
2011,Honda,CBR600 RR,5,microterf,19,95,600,,
2008,Honda,CBR600RR,24,canyon63,19,456,600,,
1984,Honda,GL1200,30,DanTheFedExMan,19,570,1200,,
2002,Honda,NT650 Deauville,1,kazza0011,19,19,650,,
2010,Honda,NT700V Deauville,68,tpthatsme,19,1292,700,,
2010,Honda,NT700VA,36,SUSSEXBIKER,19,684,700,,
1997,Honda,NTV 650,21,RalliJari,19,399,650,,
2008,Honda,Shadow 750,136,rosta234,19,2584,750,,
2007,Honda,Shadow 750,25,ParklandBob,19,475,750,,
2002,Honda,ST1300a,117,moses,19,2223,1300,,
1995,Honda,VFR750,18,noisewater,19,342,750,,
2007,Honda,VFR800 Interceptor,156,CraigW,19,2964,800,,
2007,Honda,VFR800 Interceptor,5,ryeguy02,19,95,800,,
2000,Honda,VFR800 Interceptor,16,BennysY2KVFR.,19,304,800,,
1998,Honda,VFR800 Interceptor,20,keeno67,19,380,800,,
2006,Husqvarna,SM450R,12,Gnaghi,19,228,450,,
2011,Hyosung,GT250R,6,Saito,19,114,250,,
2009,Kawasaki,Er-6n,3,DonDino,19,57,,,
2009,Kawasaki,Er-6n,18,takuma491stc,19,342,,,
2006,Kawasaki,EX500,34,cschoo,19,646,500,,
2011,Kawasaki,KLE 650 Versys,31,marcusarabius,19,589,650,,
2012,Kawasaki,KLR 650,12,chilly0999,19,228,650,,
2008,Kawasaki,KLR 650,1,jduggan.,19,19,650,,
2008,Kawasaki,KLR 650,3,Willius,19,57,650,,
2005,Kawasaki,Ninja 500R,54,TwoTacoCombo,19,1026,500,,
2009,Kawasaki,Ninja 650R,55,AlexGolebiewski,19,1045,650,,
2008,Kawasaki,Ninja 650R,37,camren222,19,703,650,,
2010,Kawasaki,Versys,5,halflife1973,19,95,,,
2010,Kawasaki,Versys,63,xxx8ixxx,19,1197,,,
2009,Kawasaki,Versys,25,Southbark,19,475,,,
2008,Kawasaki,Versys,40,gabeinlondon,19,760,,,
2000,Kawasaki,Vulcan 500 LTD,64,BillInGA,19,1216,500,,
2003,Kawasaki,ZR7-S,10,ililiilliillliii,19,190,,,
2007,Kawasaki,ZX-6R,30,justmodawgit,19,570,,,
2005,Kawasaki,ZX-6R,6,cms9690,19,114,,,
1996,Kawasaki,ZZR600,25,MiniPaulo,19,475,600,,
2012,Keeway,superlight,3,paulobarrosnunes,19,57,,,
2010,Piaggio,MP3 400,47,popol94,19,893,400,,
2009,Piaggio,MP3 500,79,OVO,19,1501,500,,
2001,Suzuki,Bandit 1200S,31,ralban,19,589,,,
2007,Suzuki,Burgman 650 Executive,14,ady,19,266,650,,
2006,Suzuki,C50,29,ToyotaTorturer,19,551,50,,
1994,Suzuki,DR350,10,rnavarro,19,190,350,,
2009,Suzuki,GS500E,11,HomicidalTeddybear,19,209,500,,
2001,Suzuki,GS500E,1,fbsf,19,19,500,,
1997,Suzuki,GS500E,8,defthopeswell,19,152,500,,
2003,Suzuki,GSF Bandit 600,7,theneablood,19,133,600,,
2010,Suzuki,GSX-650F,32,greyspikes,19,608,650,,
2006,Suzuki,GSX-R 1000,69,Kelz,19,1311,1000,,
2011,Suzuki,GSXR 600,9,VWStumper,19,171,600,,
2007,Suzuki,GSXR 600,7,OreoAftermath,19,133,600,,
2007,Suzuki,GSXR 600,26,BrAnimal,19,494,600,,
2008,Suzuki,SV650,52,blazingice,19,988,650,,
2002,Suzuki,SV650 &bull; Gas H2,1,pilotboy651,19,19,650,,
2006,Suzuki,SV650S,15,mysql,19,285,650,,
2000,Suzuki,SV650S,33,kbh,19,627,650,,
2002,Suzuki,VL800,25,volusiarider.,19,475,800,,
2002,Suzuki,XF650 Freewind,24,freewind,19,456,650,,
2010,Triumph,Bonneville,22,prtctn,19,418,,,
2007,Triumph,Scrambler 900,10,AMCChap,19,190,900,,
2011,Triumph,Sprint ST,27,waynehilborn,19,513,,,
2007,Triumph,Sprint ST,184,Uraberg,19,3496,,,
2009,Triumph,Thruxton,14,mcampbell07,19,266,,,
2010,Triumph,Thunderbird,125,JimTierney,19,2375,,,
2009,Triumph,Tiger,24,PatriotDaryl,19,456,,,
2012,Triumph,Tiger 1050,15,AVLThumper,19,285,1050,,
2012,Triumph,Tiger T800,33,romulux,19,627,800,,
2011,Victory,Cross Roads,31,Mulerider,19,589,,,
2004,Yamaha,Fazer 600,12,nsaP,19,228,600,,
2004,Yamaha,FJR1300,95,bungie,19,1805,1300,,
2002,Yamaha,FJR1300,21,MadX,19,399,1300,,
2002,Yamaha,FZ1,69,rmzalbar,19,1311,998,Street,
2008,Yamaha,FZ6,17,patrickb37,19,323,600,Sport Touring,
2006,Yamaha,FZ6,49,Nevstah,19,931,600,Sport Touring,
2005,Yamaha,FZ6,7,mlovela007,19,133,600,Sport Touring,
1999,Yamaha,FZS600,9,deadeyese,19,171,600,,
2008,Yamaha,R6,27,Jesszen.,19,513,,,
2007,Yamaha,TDM 900,25,savah,19,475,900,,
2005,Yamaha,V-star 1100 Classic,1,MississippiMan,19,19,1100,,
1985,Yamaha,Virago XV700,15,ctyler009,19,285,700,,
1983,Yamaha,Virago XV750,17,gmule,19,323,750,,
2008,Yamaha,VStar,1,Carbon13,19,19,,,
2005,Yamaha,VStar 650 Classic,14,BobbyJoe,19,266,650,,
1983,Yamaha,XJ900RK Seca,9,Railhead,19,171,900,,
2008,Yamaha,XT660R,3,MrPython,19,57,660,,
2011,Yamaha,XT660Z Tenere,22,SubOracle,19,418,660,,
2005,Yamaha,XVS650,17,mleitz.,19,323,650,,
2006,BMW,F650 GS,8,ArnoRoux,18.9,151.2,650,,
2009,BMW,F800R,89,Hedgehog,18.9,1682.1,800,,
2000,BMW,K1100LT,87,RickM.,18.9,1644.3,1100,,
1999,BMW,K1200RS,1,batwings,18.9,18.9,1200,,
1995,BMW,R1100RS,4,gipinozetino,18.9,75.6,1100,,
1999,BMW,R1100RT,186,jimmyp,18.9,3515.4,1100,,
2005,BMW,R1100s,3,TimEvans,18.9,56.7,1100,,
2005,BMW,R1200GS,65,doctorit,18.9,1228.5,1200,,
2010,BMW,R1200RT,34,Nelson955,18.9,642.6,1200,,
2008,BMW,R1200RT,9,myerfire,18.9,170.1,1200,,
2007,BMW,R1200S,13,bencarufel,18.9,245.7,1200,,
2007,BMW,R1200S,49,coconutmilk,18.9,926.1,1200,,
2010,Ducati,Monster 1100,16,Deez,18.9,302.4,1100,,
2007,Gilera,Nexus 250,15,Premises187,18.9,283.5,250,,
1996,Harley-Davidson,FLHR,32,Clayslayer,18.9,604.8,,,
2011,Harley-Davidson,FXDC Dyna Super Glide Custom,1,dustinculp,18.9,18.9,,,
2006,Harley-Davidson,Sportster XL1200 Custom,9,jbat66,18.9,170.1,1200,,
