Year,Make,Model,Model,fuelups,user,kml,kms,CC,,,
2007,BMW,K1200GT    ,,17,Roadrally,16.6,282.2,1200,,,
2007,BMW,K1200GT    ,,33,SundanceGS.,18.8,620.4,1200,,,
2007,BMW,K1200GT    ,,12,wintermute,15,180,1200,,,
2007,BMW,K1200GT    ,,1,NightOne.,23,23,1200,,,
2007,BMW,K1200GT    ,,17,tomclarkeand,15.6,265.2,1200,,,
2007,BMW,K1200GT    ,,4,neergh,14.4,57.6,1200,,,
2006,BMW,K1200GT    ,,29,mhadden,17.1,495.9,1200,,,
2006,BMW,K1200GT    ,,2,digduug,9.5,19,1200,,,
2004,BMW,K1200GT    ,,6,JerryM100,17.2,103.2,1200,,,
2003,BMW,K1200GT    ,,11,motorradman,15.3,168.3,1200,,,
2009,BMW,K1200LT    ,,1,GrahamVan,17.1,17.1,1200,,,
2007,BMW,K1200LT    ,,1,clawsonbob,21,21,1200,,,
2005,BMW,K1200LT    ,,23,eandelinagain,17.5,402.5,1200,,,
2005,BMW,K1200LT    ,,21,SirSwade.,18.6,390.6,1200,,,
2004,BMW,K1200LT    ,,29,ttdriver,20,580,1200,,,
2004,BMW,K1200LT    ,,10,mohiqan,15.4,154,1200,,,
2004,BMW,K1200LT    ,,62,nucpotato,18.2,1128.4,1200,,,
2003,BMW,K1200LT    ,,1,JosephP,18.2,18.2,1200,,,
2002,BMW,K1200LT    ,,7,Tilden,21.1,147.7,1200,,,
2001,BMW,K1200LT    ,,13,partsrme928,22.2,288.6,1200,,,
2001,BMW,K1200LT    ,,1,dave13,5407.3,5407.3,1200,,,
2000,BMW,K1200LT    ,,8,Tooltime66,19.2,153.6,1200,,,
2000,BMW,K1200LT    ,,64,14wntr,20.5,1312,1200,,,
2009,BMW,K1200R    ,,24,pienaarj,16.6,398.4,1200,,,
2009,BMW,K1200R    ,,4,pienaarj,16.7,66.8,1200,,,
2008,BMW,K1200R    ,,5,nigelb,15.3,76.5,1200,,,
2006,BMW,K1200R    ,,3,kcomplex,15.1,45.3,1200,,,
2006,BMW,K1200R    ,,10,rajivbmenon,18.7,187,1200,,,
2006,BMW,K1200R    ,,7,gimpy9195,14.9,104.3,1200,,,
2005,BMW,K1200R    ,,7,Padster,15.6,109.2,1200,,,
2005,BMW,K1200R    ,,2,jptucker,16.9,33.8,1200,,,
2004,BMW,K1200RS    ,,3,Mulley,15.5,46.5,1200,,,
2003,BMW,K1200RS    ,,237,stevelyon,15.4,3649.8,1200,,,
2003,BMW,K1200RS    ,,8,speedjunkie,15.4,123.2,1200,,,
2002,BMW,K1200RS    ,,45,drcoopster,16,720,1200,,,
2001,BMW,K1200RS    ,,3,red0513,18.8,56.4,1200,,,
1999,BMW,K1200RS    ,,1,batwings,18.9,18.9,1200,,,
1997,BMW,K1200RS    ,,6,LerumRider,16.1,96.6,1200,,,
2008,BMW,K1200S    ,,31,ZR1000A1,15.9,492.9,1200,,,
2008,BMW,K1200S    ,,2,devioustrap,12.3,24.6,1200,,,
2007,BMW,K1200S    ,,85,TAJ,17,1445,1200,,,
2007,BMW,K1200S    ,,6,dbs05,18.8,112.8,1200,,,
2006,BMW,K1200S,,25,peeb,18.1,452.5,1200,,,
2006,BMW,K1200S    ,,92,Steshen,16.6,1527.2,1200,,,
2005,BMW,K1200S    ,,20,lt8x7,17.8,356,1200,,,
2005,BMW,K1200S    ,,4,webjames,16.3,65.2,1200,,,
2005,BMW,K1200S    ,,12,SLGoodell,16.9,202.8,1200,,,
2005,BMW,K1200S    ,,2,omasood,15.6,31.2,1200,,,
2010,BMW,K1300R    ,,42,saba,14.7,617.4,1300,,,
2012,BMW,K1300S    ,,5,GSteyn,15.3,76.5,1300,,,
2011,BMW,K1300S    ,,198,kiscl,17.1,3385.8,1300,,,
2011,BMW,K1300S    ,,75,guidoveloce,16.1,1207.5,1300,,,
2011,BMW,K1300S    ,,31,Zyvek,18.3,567.3,1300,,,
2011,BMW,K1300S    ,,75,thelehmans,16.4,1230,1300,,,
2010,BMW,K1300S    ,,75,kiwi,14.8,1110,1300,,,
2010,BMW,K1300S    ,,21,Scottyv9x,0.3,6.3,1300,,,
2010,BMW,K1300S    ,,45,reycer,15.8,711,1300,,,
2010,BMW,K1300S    ,,63,vx5r,19.8,1247.4,1300,,,
2010,BMW,K1300S    ,,14,Rushingphil,17.9,250.6,1300,,,
2009,BMW,K1300S    ,,76,psgregory,16.7,1269.2,1300,,,
2009,BMW,K1300S    ,,20,Danishrider,15.3,306,1300,,,
2009,BMW,K1300S    ,,2,SuperBoss16V,15.8,31.6,1300,,,
2009,BMW,K1300S    ,,94,luizftoliveira,15.1,1419.4,1300,,,
2009,BMW,K1300S    ,,13,volley3eb,18.8,244.4,1300,,,
2009,BMW,K1300S    ,,2,rideapickel,21.3,42.6,1300,,,
2009,BMW,K1300S    ,,56,wellsy,16,896,1300,,,
2012,BMW,K1600GT    ,,10,rjzilver,17.3,173,1600,,,
2012,BMW,K1600GT    ,,14,beemer,18.4,257.6,1600,,,
2012,BMW,K1600GT    ,,20,Nelson955,17.8,356,1600,,,
2011,BMW,K1600GT    ,,12,GL2,15.4,184.8,1600,,,
1995,BMW,K75    ,K75,317,Sleeper,20,6340,,,,
1995,BMW,K75    ,K75,25,Mattycito,19.6,490,,,,
1993,BMW,K75    ,K75,2,nacnud,20.4,40.8,,,,
1992,BMW,K75    ,K75,41,Wolfgang6,19.2,787.2,,,,
1992,BMW,K75    ,K75,6,aberglund,19,114,,,,
1992,BMW,K75    ,K75,21,LocoDiesel,17.7,371.7,,,,
1990,BMW,K75    ,K75,20,k75s,19.5,390,,,,
1990,BMW,K75    ,K75,7,flicktigger,15.3,107.1,,,,
1989,BMW,K75    ,K75,33,AntonL,21.1,696.3,,,,
1988,BMW,K75    ,K75,1,littleloco,13.9,13.9,,,,
1988,BMW,K75    ,K75,16,Gavinskii,17.1,273.6,,,,
1988,BMW,K75    ,K75,8,bag1293,18.2,145.6,,,,
1988,BMW,K75    ,K75,29,ScH,18.5,536.5,,,,
1987,BMW,K75    ,K75,7,rbm,18,126,,,,
1987,BMW,K75    ,K75,4,Banger,17.7,70.8,,,,
1986,BMW,K75    ,K75,30,NateVentura,16.8,504,,,,
1986,BMW,K75    ,K75,9,silvercat,21.8,196.2,,,,
1986,BMW,K75    ,K75,16,Rema1000.,19.8,316.8,,,,
1978,BMW,R100 Slash 7  ,,4,RickM.,16.4,65.6,1000,,,
1992,BMW,R100GS    ,,10,MySelf87,17,170,1000,,,
1991,BMW,R100GS    ,,28,FrugalFueler,19,532,1000,,,
1988,BMW,R100RS    ,,5,DrDoom,14.6,73,1000,,,
1981,BMW,R100RS    ,,15,lt8x7,15.3,229.5,1000,,,
1991,BMW,R100RT    ,,194,Bikeaholic,18,3492,1000,,,
1989,BMW,R100RT    ,,9,dirklottering,17.7,159.3,1000,,,
1983,BMW,R100RT    ,,63,rmachida,17,1071,1000,,,
1982,BMW,R100RT    ,,51,DeonS,13,663,1000,,,
1980,BMW,R100RT    ,,12,wudkayaker,17,204,1000,,,
1998,BMW,R1100 GS   ,,4,Bernoulli,13.7,54.8,1100,,,
1998,BMW,R1100 GS   ,,275,GuidoT,16.7,4592.5,1100,,,
1995,BMW,R1100 GS   ,,67,RickM.,17.6,1179.2,1100,,,
2000,BMW,R1100R    ,,14,Smithy,15.9,222.6,1100,,,
2000,BMW,R1100R    ,,6,cymor.,16.9,101.4,1100,,,
1999,BMW,R1100R    ,,3,r1100ron,17.4,52.2,1100,,,
1999,BMW,R1100R    ,,1,TheSnowman,20,20,1100,,,
1998,BMW,R1100R    ,,6,MiataTDI,18.1,108.6,1100,,,
1998,BMW,R1100R    ,,13,dcw,18.7,243.1,1100,,,
1997,BMW,R1100R    ,,11,RoverGeezer,15.6,171.6,1100,,,
1996,BMW,R1100R    ,,2,guenael,16,32,1100,,,
1995,BMW,R1100RS    ,,4,gipinozetino,18.9,75.6,1100,,,
1994,BMW,R1100RS    ,,37,Liftrat,20,740,1100,,,
1993,BMW,R1100RS    ,,2,jbogalho,14.5,29,1100,,,
1994,BMW,R1100RS,,110,superduper,17.2,1892,1100,,,
2000,BMW,R1100RT    ,,9,philrusted,17.6,158.4,1100,,,
2000,BMW,R1100RT    ,,23,swb1509,15.1,347.3,1100,,,
2000,BMW,R1100RT    ,,5,mindspin,18.1,90.5,1100,,,
2000,BMW,R1100RT    ,,20,fausz,17.5,350,1100,,,
2000,BMW,R1100RT    ,,8,jfondren3,17.5,140,1100,,,
1999,BMW,R1100RT    ,,10,jlmuir,15,150,1100,,,
1999,BMW,R1100RT    ,,31,makarov380.,16.6,514.6,1100,,,
1999,BMW,R1100RT    ,,186,jimmyp,18.9,3515.4,1100,,,
1999,BMW,R1100RT    ,,14,biometrics,19.8,277.2,1100,,,
1999,BMW,R1100RT    ,,18,Doggedly,17.9,322.2,1100,,,
1999,BMW,R1100RT    ,,1,Zenith49,13.1,13.1,1100,,,
1999,BMW,R1100RT    ,,1,bluesquareman,18.1,18.1,1100,,,
1997,BMW,R1100RT    ,,21,peterpage,15.2,319.2,1100,,,
1996,BMW,R1100RT    ,,6,Orion8251,18.4,110.4,1100,,,
1996,BMW,R1100RT    ,,5,lsimmons,20.7,103.5,1100,,,
1995,BMW,R1100RT    ,,19,brucehoult,15.7,298.3,1100,,,
1995,BMW,R1100RT    ,,5,Normsthename,15.2,76,1100,,,
2005,BMW,R1100s    ,,4,tubular,19.1,76.4,1100,,,
2005,BMW,R1100s    ,,3,TimEvans,18.9,56.7,1100,,,
2004,BMW,R1100s    ,,26,mselway,17.7,460.2,1100,,,
2004,BMW,R1100s    ,,3,corywouters,18.8,56.4,1100,,,
2004,BMW,R1100s    ,,8,minton82,15.8,126.4,1100,,,
2003,BMW,R1100s    ,,96,k75s,18.4,1766.4,1100,,,
2003,BMW,R1100s    ,,8,k75s,18.5,148,1100,,,
2001,BMW,R1100s    ,,29,Boxermed69,15.4,446.6,1100,,,
2000,BMW,R1100s    ,,5,Chamelespoon,17.5,87.5,1100,,,
2000,BMW,R1100s    ,,16,Notoriusben,12,192,1100,,,
2000,BMW,R1100s    ,,1,kpeter02,23.3,23.3,1100,,,
2000,BMW,R1100s    ,,14,R1100s,17.9,250.6,1100,,,
1999,BMW,R1100s    ,,104,coconutmilk,19.1,1986.4,1100,,,
1999,BMW,R1100s    ,,101,R1100s,18.3,1848.3,1100,,,
2004,BMW,R1150GS    ,,33,GypsyBaron,17.1,564.3,1150,,,
2004,BMW,R1150GS    ,,28,Picinisco,19.1,534.8,1150,,,
2004,BMW,R1150GS    ,,35,roadkilt,16.4,574,1150,,,
2004,BMW,R1150GS    ,,26,rcrampton,16.5,429,1150,,,
2003,BMW,R1150GS    ,,17,deano4x4,16.5,280.5,1150,,,
2003,BMW,R1150GS    ,,33,Heinri,17.8,587.4,1150,,,
2003,BMW,R1150GS    ,,9,coopa,16.9,152.1,1150,,,
2003,BMW,R1150GS    ,,2,ChrisGS,0.7,1.4,1150,,,
2003,BMW,R1150GS    ,,3,sachajackson,9.3,27.9,1150,,,
2003,BMW,R1150GS    ,,2,bluedog,15.1,30.2,1150,,,
2002,BMW,R1150GS    ,,45,ChrisH,18,810,1150,,,
2002,BMW,R1150GS,,27,partsrme928,18.3,494.1,1150,,,
2002,BMW,R1150GS    ,,1,Akyla,12.4,12.4,1150,,,
2001,BMW,R1150GS    ,,3,chad63,15.3,45.9,1150,,,
2001,BMW,R1150GS    ,,6,LimSteel,15.5,93,1150,,,
2001,BMW,R1150GS    ,,19,jmatt3685,17,323,1150,,,
2001,BMW,R1150GS    ,,9,DieselBoy,17.2,154.8,1150,,,
2001,BMW,R1150GS    ,,71,mapman,17.3,1228.3,1150,,,
2001,BMW,R1150GS    ,,11,Jazzman,17.1,188.1,1150,,,
2001,BMW,R1150GS    ,,32,zebrablue,17.3,553.6,1150,,,
2001,BMW,R1150GS    ,,20,badprop,18.3,366,1150,,,
2001,BMW,R1150GS    ,,50,motomutt,16.6,830,1150,,,
2001,BMW,R1150GS    ,,38,zev.,17.2,653.6,1150,,,
2001,BMW,R1150GS    ,,13,DDTRider,12,156,1150,,,
2000,BMW,R1150GS    ,,27,pschuyler,20.9,564.3,1150,,,
2000,BMW,R1150GS    ,,10,BriChabot,16.4,164,1150,,,
2000,BMW,R1150GS    ,,6,jcinaz,16,96,1150,,,
2000,BMW,R1150GS    ,,30,Costas1975,15.8,474,1150,,,
2000,BMW,R1150GS    ,,15,ebohnet1,17.3,259.5,1150,,,
1999,BMW,R1150GS    ,,84,redeyeball,16.3,1369.2,1150,,,
2005,BMW,R1150GSA    ,,8,DLourens,15.2,121.6,1150,,,
2004,BMW,R1150GSA    ,,114,Beebop,17.4,1983.6,1150,,,
2004,BMW,R1150GSA    ,,39,allancawood,16.7,651.3,1150,,,
2004,BMW,R1150GSA    ,,78,RSADualPurpose01,17.4,1357.2,1150,,,
2004,BMW,R1150GSA    ,,2,maxboxa,18,36,1150,,,
2004,BMW,R1150GSA    ,,3,nagold252,17.6,52.8,1150,,,
2004,BMW,R1150GSA    ,,16,RSADualPurpose01,17.1,273.6,1150,,,
2004,BMW,R1150GSA    ,,2,rymus,24.6,49.2,1150,,,
2003,BMW,R1150GSA    ,,2,teoduke,14.8,29.6,1150,,,
2002,BMW,R1150GSA    ,,19,bencarufel,16.5,313.5,1150,,,
2002,BMW,R1150GSA    ,,6,Scouter,16.2,97.2,1150,,,
2002,BMW,R1150GSA    ,,8,zdaveuk,18.5,148,1150,,,
2005,BMW,R1150R    ,,114,scootrr,18.5,2109,1150,,,
2005,BMW,R1150R    ,,17,Chartman.,17,289,1150,,,
2004,BMW,R1150R    ,,140,duckdave.,15.3,2142,1150,,,
2004,BMW,R1150R    ,,5,FlatPower,17.5,87.5,1150,,,
2004,BMW,R1150R    ,,54,brisketeer.,16.3,880.2,1150,,,
2004,BMW,R1150R    ,,6,JohnR,16.7,100.2,1150,,,
2004,BMW,R1150R    ,,17,classkawa,17.2,292.4,1150,,,
2004,BMW,R1150R    ,,10,benjermenJ,18.4,184,1150,,,
2003,BMW,R1150R    ,,10,pmcandrew,15.9,159,1150,,,
2002,BMW,R1150R    ,,26,dechaoz05,15.6,405.6,1150,,,
2002,BMW,R1150R    ,,8,core10metal,15.9,127.2,1150,,,
2002,BMW,R1150R    ,,25,combustor,19.8,495,1150,,,
2002,BMW,R1150R    ,,13,marsdog,17.7,230.1,1150,,,
2002,BMW,R1150R    ,,15,TNOutback.,17.8,267,1150,,,
2002,BMW,R1150R    ,,3,snoopy137,18.3,54.9,1150,,,
2001,BMW,R1150R    ,,19,eltapeovic,19.3,366.7,1150,,,
2001,BMW,R1150R    ,,13,AntVan,21,273,1150,,,
2005,BMW,r1150r rockster   ,,2,Lob,10.8,21.6,1150,,,
2004,BMW,r1150r rockster   ,,22,drcaleb,15.2,334.4,1150,,,
2004,BMW,R1150RS    ,,4,chibbert,16.4,65.6,1150,,,
2002,BMW,R1150RS    ,,79,devauxb,18.7,1477.3,1150,,,
2002,BMW,R1150RS    ,,46,TMB,18.6,855.6,1150,,,
2004,BMW,R1150RT    ,,167,Lokhankin,19.5,3256.5,1150,,,
2004,BMW,R1150RT    ,,7,mach5er,15.7,109.9,1150,,,
2004,BMW,R1150RT    ,,9,cbr11xx,18.7,168.3,1150,,,
2004,BMW,R1150RT    ,,52,VAloflyby,18.2,946.4,1150,,,
2004,BMW,R1150RT    ,,25,English,18.6,465,1150,,,
2004,BMW,R1150RT    ,,8,stotty,15.4,123.2,1150,,,
2004,BMW,R1150RT    ,,11,kwmartin,18.5,203.5,1150,,,
2003,BMW,R1150RT    ,,83,leold,14.9,1236.7,1150,,,
2003,BMW,R1150RT    ,,12,wvb,16,192,1150,,,
2003,BMW,R1150RT    ,,7,Blueboy,16.1,112.7,1150,,,
2003,BMW,R1150RT    ,,4,Jack21,16.1,64.4,1150,,,
2003,BMW,R1150RT    ,,1,cnstrukt,17.4,17.4,1150,,,
2002,BMW,R1150RT    ,,25,jonlon,16.8,420,1150,,,
2002,BMW,R1150RT    ,,61,beetsuits.,15.6,951.6,1150,,,
2002,BMW,R1150RT    ,,19,ScottieDoo,14.4,273.6,1150,,,
2002,BMW,R1150RT    ,,5,terjetorbj,18.2,91,1150,,,
2002,BMW,R1150RT    ,,3,Zip98,16.7,50.1,1150,,,
2002,BMW,R1150RT    ,,73,wrecksdart,17.2,1255.6,1150,,,
2002,BMW,R1150RT    ,,10,apirkle,14,140,1150,,,
2002,BMW,R1150RT    ,,11,ebohnet1,18.7,205.7,1150,,,
2001,BMW,R1150RT    ,,41,codori,19.4,795.4,1150,,,
1998,BMW,R1200C    ,,102,charlatan,14.5,1479,1200,,,
1998,BMW,R1200C    ,,6,chrish3k,21.7,130.2,1200,,,
1998,BMW,R1200C    ,,50,ryk,15.8,790,1200,,,
2007,BMW,R1200C Montauk   ,,4,eqmal,16.9,67.6,1200,,,
2004,BMW,R1200C Montauk   ,,20,mnaile,15.1,302,1200,,,
2004,BMW,r1200cl    ,,3,cruisecarter,18.1,54.3,1200,,,
2004,BMW,r1200cl    ,,24,mlovela007,18.2,436.8,1200,,,
2012,BMW,R1200GS    ,,4,mamm,16.6,66.4,1200,,,
2012,BMW,R1200GS    ,,40,kiscl,17.3,692,1200,,,
2012,BMW,R1200GS    ,,8,joonbug,17.4,139.2,1200,,,
2012,BMW,R1200GS    ,,40,koliverson,19.5,780,1200,,,
2012,BMW,R1200GS    ,,6,wellsy,17.2,103.2,1200,,,
2012,BMW,R1200GS    ,,11,Boosted,17.9,196.9,1200,,,
2011,BMW,R1200GS    ,,15,Pietie,14.9,223.5,1200,,,
2011,BMW,R1200GS    ,,21,MrCuddles,16.4,344.4,1200,,,
2011,BMW,R1200GS    ,,9,pmcandrew,17.5,157.5,1200,,,
2011,BMW,R1200GS    ,,40,KM5BH,18.5,740,1200,,,
2011,BMW,R1200GS    ,,20,pieman,16.6,332,1200,,,
2011,BMW,R1200GS    ,,25,flatdarkgs,20.4,510,1200,,,
2011,BMW,R1200GS    ,,37,ChopperRockerC,17.2,636.4,1200,,,
2010,BMW,R1200GS    ,,70,Ritz.,15.7,1099,1200,,,
2010,BMW,R1200GS    ,,9,DanielB,16.8,151.2,1200,,,
2010,BMW,R1200GS    ,,5,seggy68,23.1,115.5,1200,,,
2010,BMW,R1200GS    ,,10,TCS,16.6,166,1200,,,
2010,BMW,R1200GS    ,,17,RS4tunate,18.8,319.6,1200,,,
2009,BMW,R1200GS    ,,21,stevets32,18.4,386.4,1200,,,
2009,BMW,R1200GS    ,,92,kiscl,16.7,1536.4,1200,,,
2009,BMW,R1200GS    ,,12,dstutz,19.4,232.8,1200,,,
2009,BMW,R1200GS    ,,4,ruimanuel,17.3,69.2,1200,,,
2009,BMW,R1200GS    ,,56,Acuerdo,17.2,963.2,1200,,,
2009,BMW,R1200GS    ,,1,Roanokee,20.1,20.1,1200,,,
2009,BMW,R1200GS    ,,2,KiloBravo,20.1,40.2,1200,,,
2008,BMW,R1200GS    ,,211,Pcfly,17.7,3734.7,1200,,,
2008,BMW,R1200GS    ,,18,FrankyNuts,20.6,370.8,1200,,,
2008,BMW,R1200GS    ,,65,LeFlunch,15.9,1033.5,1200,,,
2008,BMW,R1200GS    ,,6,Northvan,16.6,99.6,1200,,,
2008,BMW,R1200GS    ,,11,roarman,18.3,201.3,1200,,,
2008,BMW,R1200GS    ,,158,wegger,17.3,2733.4,1200,,,
2008,BMW,R1200GS    ,,1,Stimpytim,15.4,15.4,1200,,,
2007,BMW,R1200GS    ,,118,gt1,19.4,2289.2,1200,,,
2007,BMW,R1200GS    ,,32,UrsusArctos,18,576,1200,,,
2007,BMW,R1200GS    ,,58,wstevens,16.6,962.8,1200,,,
2007,BMW,R1200GS    ,,46,EdNelson,18.6,855.6,1200,,,
2007,BMW,R1200GS    ,,8,OddDog,16.4,131.2,1200,,,
2007,BMW,R1200GS    ,,16,Milton427,15.4,246.4,1200,,,
